 ordergroup | transmode  |      shipdate       |      arrivdate      | sourcestatus | deststatus | lbstatus | statusdesc | lbsource | vendorminmetsw | transmodeminmetsw | tolerancecapmetsw | maxcapacitymetsw | orderoptseqnum | maxcapacityexceededsw | approvalstatus | descr 
 727727378  | 168332200  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 1 |                0 |              1 |                     0 |              1 | 
 728650899  | 3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 1 |                0 |              1 |                     0 |              1 | 
 728650899  | 3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              2 |                     0 |              1 | 
 729574420  | 3442231140 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 729574420  | 3442231140 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              2 |                     0 |              1 | 
 730497941  | 2931696963 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 730497941  | 2931696963 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 731421462  | 2421162786 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 731421462  | 2421162786 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 732344983  | 1910628611 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 1 |                0 |              1 |                     0 |              1 | 
 733268504  | 1400094434 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 733268504  | 1400094434 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              2 |                     0 |              1 | 
 735115546  | 379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 735115546  | 379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 736039067  | 4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 736039067  | 4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 757280050  | 1011107720 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 757280050  | 1011107720 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 758203571  | 500573543  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 759127092  | 4285006660 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 760050613  | 3774472483 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 760974134  | 3263938306 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 761897655  | 2753404129 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 762821176  | 2242869952 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 763744697  | 1732335777 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 764668218  | 1221801600 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 784985680  | 2874951592 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 785909201  | 2364417415 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 786832722  | 1853883240 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 787756243  | 1343349063 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 788679764  | 832814886  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 789603285  | 322280709  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 790526806  | 4106713826 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 791450327  | 3596179649 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
(179 rows)

