 ordergroup |  ordergroupmember   |   uom    |  qty  | unroundedqty | type |   source   |   dest    | currencysw 
 149185741  |                     | 32713003 | 160 |          160 |  102 |            | 149175046 |          0
 149185741  |                     | 32713003 | 160 |          160 |  103 |            | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM1 | 32713002 |  14 |           14 |    1 | 2498664613 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM1 | 32713003 |  14 |           14 |    1 | 2498664613 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM1 | 32713002 |  80 |           80 |    2 | 2498664613 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM1 | 32713002 |  80 |           80 |    3 | 2498664613 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM1 | 32713003 |  80 |           80 |    2 | 2498664613 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM1 | 32713003 |  80 |           80 |    3 | 2498664613 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM2 | 32713002 |  14 |           14 |    1 | 2498664614 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM2 | 32713003 |  14 |           14 |    1 | 2498664614 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM2 | 32713002 |  80 |           80 |    2 | 2498664614 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM2 | 32713002 |  80 |           80 |    3 | 2498664614 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM2 | 32713003 |  80 |           80 |    2 | 2498664614 | 149175046 |          0
 149185741  | OOPT-MBG327.13-OGM2 | 32713003 |  80 |           80 |    3 | 2498664614 | 149175046 |          0
 150109262  |                     | 32714002 |   0 |            0 |    1 |            | 150098567 |          0
 150109262  |                     | 32714002 |   0 |            0 |    2 |            | 150098567 |          0
 150109262  |                     | 32714002 |   0 |            0 |    3 |            | 150098567 |          0
 150109262  |                     | 32714003 |   0 |            0 |    1 |            | 150098567 |          0
 150109262  |                     | 32714003 |   0 |            0 |    2 |            | 150098567 |          0
 150109262  |                     | 32714003 |   0 |            0 |    3 |            | 150098567 |          0
 150109262  |                     | 32714002 |  28 |           28 |  101 |            | 150098567 |          0
 150109262  |                     | 32714003 |  28 |           28 |  101 |            | 150098567 |          0
 150109262  |                     | 32714002 | 160 |          160 |  102 |            | 150098567 |          0
 150109262  |                     | 32714002 | 160 |          160 |  103 |            | 150098567 |          0
 150109262  |                     | 32714003 | 160 |          160 |  102 |            | 150098567 |          0
 150109262  |                     | 32714003 | 160 |          160 |  103 |            | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM1 | 32714002 |  14 |           14 |    1 | 2498694404 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM1 | 32714003 |  14 |           14 |    1 | 2498694404 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM1 | 32714002 |  80 |           80 |    2 | 2498694404 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM1 | 32714002 |  80 |           80 |    3 | 2498694404 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM1 | 32714003 |  80 |           80 |    2 | 2498694404 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM1 | 32714003 |  80 |           80 |    3 | 2498694404 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM2 | 32714002 |  14 |           14 |    1 | 2498694405 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM2 | 32714003 |  14 |           14 |    1 | 2498694405 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM2 | 32714002 |  80 |           80 |    2 | 2498694405 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM2 | 32714002 |  80 |           80 |    3 | 2498694405 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM2 | 32714003 |  80 |           80 |    2 | 2498694405 | 150098567 |          0
 150109262  | OOPT-MBG327.14-OGM2 | 32714003 |  80 |           80 |    3 | 2498694405 | 150098567 |          0
 151032783  |                     | 32715002 |   0 |            0 |    1 |            | 151022088 |          0
 151032783  |                     | 32715002 |   0 |            0 |    2 |            | 151022088 |          0
 151032783  |                     | 32715002 |   0 |            0 |    3 |            | 151022088 |          0
 151032783  |                     | 32715003 |   0 |            0 |    1 |            | 151022088 |          0
 151032783  |                     | 32715003 |   0 |            0 |    2 |            | 151022088 |          0
 151032783  |                     | 32715003 |   0 |            0 |    3 |            | 151022088 |          0
 151032783  |                     | 32715004 |   0 |            0 |    1 |            | 151022088 |          0
 151032783  |                     | 32715004 |   0 |            0 |    2 |            | 151022088 |          0
 151032783  |                     | 32715004 |   0 |            0 |    3 |            | 151022088 |          0
 151032783  |                     | 32715005 |   0 |            0 |    1 |            | 151022088 |          0
 151032783  |                     | 32715005 |   0 |            0 |    2 |            | 151022088 |          0
 151032783  |                     | 32715005 |   0 |            0 |    3 |            | 151022088 |          0
 151032783  |                     | 32715002 |  28 |           28 |  101 |            | 151022088 |          0
 151032783  |                     | 32715003 |  28 |           28 |  101 |            | 151022088 |          0
 151032783  |                     | 32715004 |  28 |           28 |  101 |            | 151022088 |          0
 151032783  |                     | 32715005 |  28 |           28 |  101 |            | 151022088 |          0
 151032783  |                     | 32715002 | 160 |          160 |  102 |            | 151022088 |          0
 151032783  |                     | 32715002 | 160 |          160 |  103 |            | 151022088 |          0
 151032783  |                     | 32715003 | 160 |          160 |  102 |            | 151022088 |          0
 151032783  |                     | 32715003 | 160 |          160 |  103 |            | 151022088 |          0
 151032783  |                     | 32715004 | 160 |          160 |  102 |            | 151022088 |          0
 151032783  |                     | 32715004 | 160 |          160 |  103 |            | 151022088 |          0
 151032783  |                     | 32715005 | 160 |          160 |  102 |            | 151022088 |          0
 151032783  |                     | 32715005 | 160 |          160 |  103 |            | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715002 |  14 |           14 |    1 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715003 |  14 |           14 |    1 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715004 |  14 |           14 |    1 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715005 |  14 |           14 |    1 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715002 |  80 |           80 |    2 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715002 |  80 |           80 |    3 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715003 |  80 |           80 |    2 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715003 |  80 |           80 |    3 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715004 |  80 |           80 |    2 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715004 |  80 |           80 |    3 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715005 |  80 |           80 |    2 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM1 | 32715005 |  80 |           80 |    3 | 2498724195 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715002 |  14 |           14 |    1 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715003 |  14 |           14 |    1 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715004 |  14 |           14 |    1 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715005 |  14 |           14 |    1 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715002 |  80 |           80 |    2 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715002 |  80 |           80 |    3 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715003 |  80 |           80 |    2 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715003 |  80 |           80 |    3 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715004 |  80 |           80 |    2 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715004 |  80 |           80 |    3 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715005 |  80 |           80 |    2 | 2498724196 | 151022088 |          0
 151032783  | OOPT-MBG327.15-OGM2 | 32715005 |  80 |           80 |    3 | 2498724196 | 151022088 |          0
 151956304  |                     | 32716002 |   0 |            0 |    1 |            | 151945609 |          0
 151956304  |                     | 32716002 |   0 |            0 |    2 |            | 151945609 |          0
 151956304  |                     | 32716002 |   0 |            0 |    3 |            | 151945609 |          0
 151956304  |                     | 32716003 |   0 |            0 |    1 |            | 151945609 |          0
 151956304  |                     | 32716003 |   0 |            0 |    2 |            | 151945609 |          0
 151956304  |                     | 32716003 |   0 |            0 |    3 |            | 151945609 |          0
 151956304  |                     | 32716002 |  56 |           56 |  101 |            | 151945609 |          0
 151956304  |                     | 32716003 |  56 |           56 |  101 |            | 151945609 |          0
 151956304  |                     | 32716002 | 128 |          128 |  102 |            | 151945609 |          0
 151956304  |                     | 32716003 | 128 |          128 |  102 |            | 151945609 |          0
 151956304  |                     | 32716002 | 192 |          192 |  103 |            | 151945609 |          0
 151956304  |                     | 32716003 | 192 |          192 |  103 |            | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM1 | 32716002 |  28 |           28 |    1 | 2498753986 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM1 | 32716003 |  28 |           28 |    1 | 2498753986 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM1 | 32716002 |  64 |           64 |    2 | 2498753986 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM1 | 32716003 |  64 |           64 |    2 | 2498753986 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM1 | 32716002 |  96 |           96 |    3 | 2498753986 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM1 | 32716003 |  96 |           96 |    3 | 2498753986 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM2 | 32716002 |  28 |           28 |    1 | 2498753987 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM2 | 32716003 |  28 |           28 |    1 | 2498753987 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM2 | 32716002 |  64 |           64 |    2 | 2498753987 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM2 | 32716003 |  64 |           64 |    2 | 2498753987 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM2 | 32716002 |  96 |           96 |    3 | 2498753987 | 151945609 |          0
 151956304  | OOPT-MBG327.16-OGM2 | 32716003 |  96 |           96 |    3 | 2498753987 | 151945609 |          0
 152879825  |                     | 32717002 |   0 |            0 |    1 |            | 152869130 |          0
 152879825  |                     | 32717002 |   0 |            0 |    2 |            | 152869130 |          0
 152879825  |                     | 32717002 |   0 |            0 |    3 |            | 152869130 |          0
 152879825  |                     | 32717003 |   0 |            0 |    1 |            | 152869130 |          0
 152879825  |                     | 32717003 |   0 |            0 |    2 |            | 152869130 |          0
 152879825  |                     | 32717003 |   0 |            0 |    3 |            | 152869130 |          0
 152879825  |                     | 32717002 |  56 |           56 |  101 |            | 152869130 |          0
 152879825  |                     | 32717003 |  56 |           56 |  101 |            | 152869130 |          0
 152879825  |                     | 32717002 | 112 |          112 |  102 |            | 152869130 |          0
 152879825  |                     | 32717003 | 112 |          112 |  102 |            | 152869130 |          0
 152879825  |                     | 32717002 | 200 |          200 |  103 |            | 152869130 |          0
 152879825  |                     | 32717003 | 200 |          200 |  103 |            | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM1 | 32717002 |  28 |           28 |    1 | 2498783777 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM1 | 32717003 |  28 |           28 |    1 | 2498783777 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM1 | 32717002 |  56 |           56 |    2 | 2498783777 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM1 | 32717003 |  56 |           56 |    2 | 2498783777 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM1 | 32717002 | 100 |          100 |    3 | 2498783777 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM1 | 32717003 | 100 |          100 |    3 | 2498783777 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM2 | 32717002 |  28 |           28 |    1 | 2498783778 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM2 | 32717003 |  28 |           28 |    1 | 2498783778 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM2 | 32717002 |  56 |           56 |    2 | 2498783778 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM2 | 32717003 |  56 |           56 |    2 | 2498783778 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM2 | 32717002 | 100 |          100 |    3 | 2498783778 | 152869130 |          0
 152879825  | OOPT-MBG327.17-OGM2 | 32717003 | 100 |          100 |    3 | 2498783778 | 152869130 |          0
 153803346  |                     | 32718002 |  28 |           28 |    1 |            | 153792651 |          0
 153803346  |                     | 32718002 |  28 |           28 |    3 |            | 153792651 |          0
 153803346  |                     | 32718003 |  28 |           28 |    1 |            | 153792651 |          0
 153803346  |                     | 32718003 |  28 |           28 |    3 |            | 153792651 |          0
 153803346  | OOPT-MBG327.18-OGM1 | 32718002 |  14 |           14 |    1 | 2498813568 | 153792651 |          0
 153803346  | OOPT-MBG327.18-OGM1 | 32718002 |  14 |           14 |    3 | 2498813568 | 153792651 |          0
 153803346  | OOPT-MBG327.18-OGM1 | 32718003 |  14 |           14 |    1 | 2498813568 | 153792651 |          0
 153803346  | OOPT-MBG327.18-OGM1 | 32718003 |  14 |           14 |    3 | 2498813568 | 153792651 |          0
 153803346  | OOPT-MBG327.18-OGM2 | 32718002 |  14 |           14 |    1 | 2498813569 | 153792651 |          0
 153803346  | OOPT-MBG327.18-OGM2 | 32718002 |  14 |           14 |    3 | 2498813569 | 153792651 |          0
 153803346  | OOPT-MBG327.18-OGM2 | 32718003 |  14 |           14 |    1 | 2498813569 | 153792651 |          0
 153803346  | OOPT-MBG327.18-OGM2 | 32718003 |  14 |           14 |    3 | 2498813569 | 153792651 |          0
 154726867  |                     | 32719002 |  28 |           28 |    1 |            | 154716172 |          0
 154726867  |                     | 32719002 |  28 |           28 |    3 |            | 154716172 |          0
 154726867  |                     | 32719003 |  28 |           28 |    1 |            | 154716172 |          0
 154726867  |                     | 32719003 |  28 |           28 |    3 |            | 154716172 |          0
 154726867  | OOPT-MBG327.19-OGM1 | 32719002 |  14 |           14 |    1 | 2498843359 | 154716172 |          0
 154726867  | OOPT-MBG327.19-OGM1 | 32719002 |  14 |           14 |    3 | 2498843359 | 154716172 |          0
 154726867  | OOPT-MBG327.19-OGM1 | 32719003 |  14 |           14 |    1 | 2498843359 | 154716172 |          0
 154726867  | OOPT-MBG327.19-OGM1 | 32719003 |  14 |           14 |    3 | 2498843359 | 154716172 |          0
 154726867  | OOPT-MBG327.19-OGM2 | 32719002 |  14 |           14 |    1 | 2498843360 | 154716172 |          0
 154726867  | OOPT-MBG327.19-OGM2 | 32719002 |  14 |           14 |    3 | 2498843360 | 154716172 |          0
 154726867  | OOPT-MBG327.19-OGM2 | 32719003 |  14 |           14 |    1 | 2498843360 | 154716172 |          0
 154726867  | OOPT-MBG327.19-OGM2 | 32719003 |  14 |           14 |    3 | 2498843360 | 154716172 |          0
 175044329  |                     | 32720002 |  28 |           28 |    1 |            | 175033634 |          0
 175044329  |                     | 32720002 |  28 |           28 |    3 |            | 175033634 |          0
 175044329  |                     | 32720003 |  28 |           28 |    1 |            | 175033634 |          0
 175044329  |                     | 32720003 |  28 |           28 |    3 |            | 175033634 |          0
 175044329  | OOPT-MBG327.20-OGM1 | 32720002 |  14 |           14 |    1 | 2499498761 | 175033634 |          0
 175044329  | OOPT-MBG327.20-OGM1 | 32720002 |  14 |           14 |    3 | 2499498761 | 175033634 |          0
 175044329  | OOPT-MBG327.20-OGM1 | 32720003 |  14 |           14 |    1 | 2499498761 | 175033634 |          0
 175044329  | OOPT-MBG327.20-OGM1 | 32720003 |  14 |           14 |    3 | 2499498761 | 175033634 |          0
 175044329  | OOPT-MBG327.20-OGM2 | 32720002 |  14 |           14 |    1 | 2499498762 | 175033634 |          0
 175044329  | OOPT-MBG327.20-OGM2 | 32720002 |  14 |           14 |    3 | 2499498762 | 175033634 |          0
 175044329  | OOPT-MBG327.20-OGM2 | 32720003 |  14 |           14 |    1 | 2499498762 | 175033634 |          0
 175044329  | OOPT-MBG327.20-OGM2 | 32720003 |  14 |           14 |    3 | 2499498762 | 175033634 |          0
 175967850  |                     | 32721002 |   0 |            0 |    1 |            | 175957155 |          0
 175967850  |                     | 32721002 |   0 |            0 |    2 |            | 175957155 |          0
 175967850  |                     | 32721002 |   0 |            0 |    3 |            | 175957155 |          0
 175967850  |                     | 32721003 |   0 |            0 |    1 |            | 175957155 |          0
 175967850  |                     | 32721003 |   0 |            0 |    2 |            | 175957155 |          0
 175967850  |                     | 32721003 |   0 |            0 |    3 |            | 175957155 |          0
 175967850  |                     | 32721002 |  21 |           21 |  101 |            | 175957155 |          0
 175967850  |                     | 32721003 |  21 |           21 |  101 |            | 175957155 |          0
 175967850  |                     | 32721002 | 227 |          227 |  102 |            | 175957155 |          0
 175967850  |                     | 32721002 | 227 |          227 |  103 |            | 175957155 |          0
 175967850  |                     | 32721003 | 227 |          227 |  102 |            | 175957155 |          0
 175967850  |                     | 32721003 | 227 |          227 |  103 |            | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM1 | 32721002 |  14 |           14 |    1 | 2499528552 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM1 | 32721003 |  14 |           14 |    1 | 2499528552 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM1 | 32721002 | 126 |          126 |    2 | 2499528552 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM1 | 32721002 | 126 |          126 |    3 | 2499528552 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM1 | 32721003 | 126 |          126 |    2 | 2499528552 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM1 | 32721003 | 126 |          126 |    3 | 2499528552 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM2 | 32721002 |   7 |            7 |    1 | 2499528553 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM2 | 32721003 |   7 |            7 |    1 | 2499528553 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM2 | 32721002 | 101 |          101 |    2 | 2499528553 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM2 | 32721002 | 101 |          101 |    3 | 2499528553 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM2 | 32721003 | 101 |          101 |    2 | 2499528553 | 175957155 |          0
 175967850  | OOPT-MBG327.21-OGM2 | 32721003 | 101 |          101 |    3 | 2499528553 | 175957155 |          0
 176891371  |                     | 32722002 |  28 |           28 |    1 |            | 176880676 |          0
 176891371  |                     | 32722002 |  28 |           28 |    3 |            | 176880676 |          0
 176891371  | OOPT-MBG327.22-OGM1 | 32722002 |  14 |           14 |    1 | 2499558343 | 176880676 |          0
 176891371  | OOPT-MBG327.22-OGM1 | 32722002 |  14 |           14 |    3 | 2499558343 | 176880676 |          0
 176891371  | OOPT-MBG327.22-OGM2 | 32722002 |  14 |           14 |    1 | 2499558344 | 176880676 |          0
 176891371  | OOPT-MBG327.22-OGM2 | 32722002 |  14 |           14 |    3 | 2499558344 | 176880676 |          0
 177814892  |                     | 32723002 |  28 |           28 |    1 |            | 177804197 |          0
 177814892  |                     | 32723002 |  28 |           28 |    3 |            | 177804197 |          0
 177814892  |                     | 32723003 |  28 |           28 |    1 |            | 177804197 |          0
 177814892  |                     | 32723003 |  28 |           28 |    3 |            | 177804197 |          0
 177814892  | OOPT-MBG327.23-OGM1 | 32723002 |  14 |           14 |    1 | 2499588134 | 177804197 |          0
 177814892  | OOPT-MBG327.23-OGM1 | 32723002 |  14 |           14 |    3 | 2499588134 | 177804197 |          0
 177814892  | OOPT-MBG327.23-OGM1 | 32723003 |  14 |           14 |    1 | 2499588134 | 177804197 |          0
 177814892  | OOPT-MBG327.23-OGM1 | 32723003 |  14 |           14 |    3 | 2499588134 | 177804197 |          0
 177814892  | OOPT-MBG327.23-OGM2 | 32723002 |  14 |           14 |    1 | 2499588135 | 177804197 |          0
 177814892  | OOPT-MBG327.23-OGM2 | 32723002 |  14 |           14 |    3 | 2499588135 | 177804197 |          0
 177814892  | OOPT-MBG327.23-OGM2 | 32723003 |  14 |           14 |    1 | 2499588135 | 177804197 |          0
 177814892  | OOPT-MBG327.23-OGM2 | 32723003 |  14 |           14 |    3 | 2499588135 | 177804197 |          0
 178738413  |                     | 32724002 |   0 |            0 |    1 |            | 178727718 |          0
 178738413  |                     | 32724002 |   0 |            0 |    2 |            | 178727718 |          0
 178738413  |                     | 32724002 |   0 |            0 |    3 |            | 178727718 |          0
 178738413  |                     | 32724003 |   0 |            0 |    1 |            | 178727718 |          0
 178738413  |                     | 32724003 |   0 |            0 |    2 |            | 178727718 |          0
 178738413  |                     | 32724003 |   0 |            0 |    3 |            | 178727718 |          0
 178738413  |                     | 32724002 |  28 |           28 |  101 |            | 178727718 |          0
 178738413  |                     | 32724003 |  28 |           28 |  101 |            | 178727718 |          0
 178738413  |                     | 32724002 |  40 |           40 |  102 |            | 178727718 |          0
 178738413  |                     | 32724002 |  40 |           40 |  103 |            | 178727718 |          0
 178738413  |                     | 32724003 |  40 |           40 |  102 |            | 178727718 |          0
 178738413  |                     | 32724003 |  40 |           40 |  103 |            | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM1 | 32724002 |  14 |           14 |    1 | 2499617925 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM1 | 32724003 |  14 |           14 |    1 | 2499617925 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM1 | 32724002 |  20 |           20 |    2 | 2499617925 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM1 | 32724002 |  20 |           20 |    3 | 2499617925 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM1 | 32724003 |  20 |           20 |    2 | 2499617925 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM1 | 32724003 |  20 |           20 |    3 | 2499617925 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM2 | 32724002 |  14 |           14 |    1 | 2499617926 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM2 | 32724003 |  14 |           14 |    1 | 2499617926 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM2 | 32724002 |  20 |           20 |    2 | 2499617926 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM2 | 32724002 |  20 |           20 |    3 | 2499617926 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM2 | 32724003 |  20 |           20 |    2 | 2499617926 | 178727718 |          0
 178738413  | OOPT-MBG327.24-OGM2 | 32724003 |  20 |           20 |    3 | 2499617926 | 178727718 |          0
 179661934  |                     | 32725002 |  21 |           21 |    1 |            | 179651239 |          0
 179661934  |                     | 32725002 |  21 |           21 |    3 |            | 179651239 |          0
 179661934  |                     | 32725003 |  21 |           21 |    1 |            | 179651239 |          0
 179661934  |                     | 32725003 |  21 |           21 |    3 |            | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM1 | 32725002 |  14 |           14 |    1 | 2499647716 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM1 | 32725002 |  14 |           14 |    3 | 2499647716 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM1 | 32725003 |  14 |           14 |    1 | 2499647716 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM1 | 32725003 |  14 |           14 |    3 | 2499647716 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM2 | 32725002 |   7 |            7 |    1 | 2499647717 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM2 | 32725002 |   7 |            7 |    3 | 2499647717 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM2 | 32725003 |   7 |            7 |    1 | 2499647717 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM2 | 32725003 |   7 |            7 |    3 | 2499647717 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM3 | 32725002 |   0 |            0 |    1 | 2499647717 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM3 | 32725002 |   0 |            0 |    3 | 2499647717 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM3 | 32725003 |   0 |            0 |    1 | 2499647717 | 179651239 |          0
 179661934  | OOPT-MBG327.25-OGM3 | 32725003 |   0 |            0 |    3 | 2499647717 | 179651239 |          0
 180585455  |                     | 32726002 |  28 |           28 |    1 |            | 180574760 |          0
 180585455  |                     | 32726002 |  28 |           28 |    3 |            | 180574760 |          0
 180585455  |                     | 32726003 |  28 |           28 |    1 |            | 180574760 |          0
 180585455  |                     | 32726003 |  28 |           28 |    3 |            | 180574760 |          0
 180585455  | OOPT-MBG327.26-OGM1 | 32726002 |  14 |           14 |    1 | 2499677507 | 180574760 |          0
 180585455  | OOPT-MBG327.26-OGM1 | 32726002 |  14 |           14 |    3 | 2499677507 | 180574760 |          0
 180585455  | OOPT-MBG327.26-OGM1 | 32726003 |  14 |           14 |    1 | 2499677507 | 180574760 |          0
 180585455  | OOPT-MBG327.26-OGM1 | 32726003 |  14 |           14 |    3 | 2499677507 | 180574760 |          0
 180585455  | OOPT-MBG327.26-OGM2 | 32726002 |  14 |           14 |    1 | 2499677508 | 180574760 |          0
 180585455  | OOPT-MBG327.26-OGM2 | 32726002 |  14 |           14 |    3 | 2499677508 | 180574760 |          0
 180585455  | OOPT-MBG327.26-OGM2 | 32726003 |  14 |           14 |    1 | 2499677508 | 180574760 |          0
 180585455  | OOPT-MBG327.26-OGM2 | 32726003 |  14 |           14 |    3 | 2499677508 | 180574760 |          0
 181508976  |                     | 32727002 |   0 |            0 |    1 |            | 181498281 |          0
 181508976  |                     | 32727002 |   0 |            0 |    2 |            | 181498281 |          0
 181508976  |                     | 32727002 |   0 |            0 |    3 |            | 181498281 |          0
 181508976  |                     | 32727003 |   0 |            0 |    1 |            | 181498281 |          0
 181508976  |                     | 32727003 |   0 |            0 |    2 |            | 181498281 |          0
 181508976  |                     | 32727003 |   0 |            0 |    3 |            | 181498281 |          0
 181508976  |                     | 32727002 |  28 |           28 |  101 |            | 181498281 |          0
 181508976  |                     | 32727002 |  28 |           28 |  102 |            | 181498281 |          0
 181508976  |                     | 32727002 |  28 |           28 |  103 |            | 181498281 |          0
 181508976  |                     | 32727003 |  28 |           28 |  101 |            | 181498281 |          0
 181508976  |                     | 32727003 |  28 |           28 |  102 |            | 181498281 |          0
 181508976  |                     | 32727003 |  28 |           28 |  103 |            | 181498281 |          0
 181508976  | OOPT-MBG327.27-OGM1 | 32727002 |  14 |           14 |    1 | 2499707298 | 181498281 |          0
 181508976  | OOPT-MBG327.27-OGM1 | 32727002 |  14 |           14 |    2 | 2499707298 | 181498281 |          0
 181508976  | OOPT-MBG327.27-OGM1 | 32727002 |  14 |           14 |    3 | 2499707298 | 181498281 |          0
 181508976  | OOPT-MBG327.27-OGM1 | 32727003 |  14 |           14 |    1 | 2499707298 | 181498281 |          0
 181508976  | OOPT-MBG327.27-OGM1 | 32727003 |  14 |           14 |    2 | 2499707298 | 181498281 |          0
 181508976  | OOPT-MBG327.27-OGM1 | 32727003 |  14 |           14 |    3 | 2499707298 | 181498281 |          0
 181508976  | OOPT-MBG327.27-OGM2 | 32727002 |  14 |           14 |    1 | 2499707299 | 181498281 |          0
