 ordergroup |  ordergroupmember   |   dest    |   source   |   orderplacedate    |    departuredate    |    deliverydate     |      arrivdate      | totalleadtime | transitdur | unloaddur | needcovdur | mincovdur |    finalcovdate     |     mincovdate      |     needcovdate     | finalcovdur | delaydur | status | orderskucount | orderskusoqcount | networkmincovdur |  networkmincovdate  | maxcovdur | orderbuildrule | duestatus | networkminstatus | loadsolutionstatus | loadstatus | approvalstatus | precisionbuildsw | ordertype | transmode  | ordergroupparam | ordergroupbuildrule | precisionloadsw | vehicleloadcount | lanetype 
(12 rows)

 ordergroup |  ordergroupmember   |   dest    |  source   |   orderplacedate    |    departuredate    |    deliverydate     |      arrivdate      | totalleadtime | transitdur | unloaddur | needcovdur | mincovdur |    finalcovdate     |     mincovdate      |     needcovdate     | finalcovdur | delaydur | status | orderskucount | orderskusoqcount | networkmincovdur |  networkmincovdate  | maxcovdur | orderbuildrule | duestatus | networkminstatus | loadsolutionstatus | loadstatus | approvalstatus | precisionbuildsw | ordertype | transmode  | ordergroupparam | ordergroupbuildrule | precisionloadsw | vehicleloadcount | lanetype 
------------+---------------------+-----------+-----------+---------------------+---------------------+---------------------+---------------------+---------------+------------+-----------+------------+-----------+---------------------+---------------------+---------------------+-------------+----------+--------+---------------+------------------+------------------+---------------------+-----------+----------------+-----------+------------------+--------------------+------------+----------------+------------------+-----------+------------+-----------------+---------------------+-----------------+------------------+----------
 644958974  |                     | 644948279 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             4 |                4 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 1199690300 |                 |                   1 |               0 |                1 |        2
 644958974  | OOPT-GAA319.01-OGM1 | 644948279 | 436447318 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1199690300 |                 |                   1 |               0 |                0 |        3
 644958974  | OOPT-GAA319.01-OGM2 | 644948279 | 436447319 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1199690300 |                 |                   1 |               0 |                0 |        3
 646806016  |                     | 646795321 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00 |         15840 |      15840 |         0 |      10080 |     10080 | 2006-12-14 00:00:00 | 2006-11-17 00:00:00 | 2006-11-17 00:00:00 |       48960 |        0 |      5 |             4 |                4 |            48960 | 2006-12-14 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 178621946  |                 |                   1 |               0 |                2 |        2
 646806016  | OOPT-GAA319.03-OGM1 | 646795321 | 436506900 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00 |         15840 |      15840 |         0 |      10080 |     10080 | 2006-12-14 00:00:00 | 2006-11-17 00:00:00 | 2006-11-17 00:00:00 |       48960 |        0 |      5 |             2 |                2 |            48960 | 2006-12-14 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 178621946  |                 |                   1 |               0 |                0 |        3
 646806016  | OOPT-GAA319.03-OGM2 | 646795321 | 436506901 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00 |         15840 |      15840 |         0 |      10080 |     10080 | 2006-12-14 00:00:00 | 2006-11-17 00:00:00 | 2006-11-17 00:00:00 |       48960 |     4320 |      5 |             2 |                2 |            48960 | 2006-12-14 00:00:00 |    525600 |              1 |         4 |                2 |                  1 |          1 |              2 |                0 |         1 | 178621946  |                 |                   1 |               0 |                0 |        3
 648653058  |                     | 648642363 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-22 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       18720 |        0 |      5 |             4 |                4 |            18720 | 2006-11-22 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 3452520886 |                 |                   1 |               0 |                1 |        2
 648653058  | OOPT-GAA319.05-OGM1 | 648642363 | 436566482 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-22 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       18720 |        0 |      5 |             2 |                2 |            18720 | 2006-11-22 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3452520886 |                 |                   1 |               0 |                0 |        3
 648653058  | OOPT-GAA319.05-OGM2 | 648642363 | 436566483 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-22 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       18720 |        0 |      5 |             2 |                2 |            18720 | 2006-11-22 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3452520886 |                 |                   1 |               0 |                0 |        3
 649576579  |                     | 649565884 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             4 |                4 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 2941986709 |                 |                   1 |               0 |                1 |        2
 649576579  | OOPT-GAA319.06-OGM1 | 649565884 | 436596273 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 2941986709 |                 |                   1 |               0 |                0 |        3
 649576579  | OOPT-GAA319.06-OGM2 | 649565884 | 436596274 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 2941986709 |                 |                   1 |               0 |                0 |        3
 650500100  |                     |           | 436626064 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |    11520 |      1 |             6 |                0 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                1 |                  1 |          1 |              1 |                0 |         1 | 2431452532 |                 |                   1 |               0 |                0 |        2
 650500100  | OOPT-GAA319.07-OGM1 | 650489405 | 436626064 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |    11520 |      1 |             3 |                0 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                1 |                  1 |          1 |              1 |                0 |         1 | 2431452532 |                 |                   1 |               0 |                0 |        3
 650500100  | OOPT-GAA319.07-OGM2 | 650489406 | 436626064 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |    11520 |      1 |             3 |                0 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                1 |                  1 |          1 |              1 |                0 |         1 | 2431452532 |                 |                   1 |               0 |                0 |        3
 652347142  |                     | 652336447 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             4 |                4 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 1410384180 |                 |                   1 |               0 |                1 |        2
 652347142  | OOPT-GAA319.09-OGM1 | 652336447 | 436685646 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1410384180 |                 |                   1 |               0 |                0 |        3
 652347142  | OOPT-GAA319.09-OGM2 | 652336447 | 436685647 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1410384180 |                 |                   1 |               0 |                0 |        3
 673588125  |                     | 673577430 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             4 |                4 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 2552999995 |                 |                   1 |               0 |                1 |        2
 673588125  | OOPT-GAA319.11-OGM1 | 673577430 | 437370839 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 2552999995 |                 |                   1 |               0 |                0 |        3
 673588125  | OOPT-GAA319.11-OGM2 | 673577430 | 437370840 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 2552999995 |                 |                   1 |               0 |                0 |        3
 675435167  |                     | 675424472 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |    11520 |      1 |             4 |                0 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                1 |                  1 |          1 |              1 |                0 |         1 | 1531931643 |                 |                   1 |               0 |                0 |        2
 675435167  | OOPT-GAA319.13-OGM1 | 675424472 | 437430421 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |    11520 |      1 |             2 |                0 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                1 |                  1 |          1 |              1 |                0 |         1 | 1531931643 |                 |                   1 |               0 |                0 |        3
 675435167  | OOPT-GAA319.13-OGM2 | 675424472 | 437430422 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |    11520 |      1 |             2 |                0 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                1 |                  1 |          1 |              1 |                0 |         1 | 1531931643 |                 |                   1 |               0 |                0 |        3
 676358688  |                     | 676347993 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      8 |             4 |                4 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 1021397466 |                 |                   1 |               0 |                0 |        2
 676358688  | OOPT-GAA319.14-OGM1 | 676347993 | 437460212 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      8 |             2 |                2 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                3 |                  1 |          1 |              1 |                0 |         1 | 1021397466 |                 |                   1 |               0 |                0 |        3
 676358688  | OOPT-GAA319.14-OGM2 | 676347993 | 437460213 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      4 |             2 |                2 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                3 |                  1 |          1 |              1 |                0 |         1 | 1021397466 |                 |                   1 |               0 |                0 |        3
 677282209  |                     | 677271514 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             4 |                4 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 510863289  |                 |                   1 |               0 |                1 |        2
 677282209  | OOPT-GAA319.15-OGM1 | 677271514 | 437490003 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 510863289  |                 |                   1 |               0 |                0 |        3
 677282209  | OOPT-GAA319.15-OGM2 | 677271514 | 437490004 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 510863289  |                 |                   1 |               0 |                0 |        3
 679129251  |                     | 679118556 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |    11520 |      1 |             4 |                0 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                1 |                  1 |          1 |              1 |                0 |         1 | 3784762229 |                 |                   1 |               0 |                0 |        2
 679129251  | OOPT-GAA319.17-OGM1 | 679118556 | 437549585 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |    11520 |      1 |             2 |                0 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                1 |                  1 |          1 |              1 |                0 |         1 | 3784762229 |                 |                   1 |               0 |                0 |        3
 679129251  | OOPT-GAA319.17-OGM2 | 679118556 | 437549586 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |    11520 |      1 |             2 |                0 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                1 |                  1 |          1 |              1 |                0 |         1 | 3784762229 |                 |                   1 |               0 |                0 |        3
 680052772  |                     | 680042077 |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             4 |                4 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 3274228052 |                 |                   1 |               0 |                1 |        2
 680052772  | OOPT-GAA319.18-OGM1 | 680042077 | 437579376 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3274228052 |                 |                   1 |               0 |                0 |        3
 680052772  | OOPT-GAA319.18-OGM2 | 680042077 | 437579377 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3274228052 |                 |                   1 |               0 |                0 |        3
 703140797  |                     |           | 438324151 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 3395775515 |                 |                   1 |               0 |                1 |        2
 703140797  | OOPT-GAA319.22-OGM1 | 703130102 | 438324151 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             1 |                1 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3395775515 |                 |                   1 |               0 |                0 |        3
 703140797  | OOPT-GAA319.22-OGM2 | 703130103 | 438324151 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             1 |                1 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3395775515 |                 |                   1 |               0 |                0 |        3
 703140798  |                     |           | 438324152 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 3395775515 |                 |                   1 |               0 |                1 |        2
 703140798  | OOPT-GAA319.22-OGM1 | 703130104 | 438324152 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             1 |                1 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3395775515 |                 |                   1 |               0 |                0 |        3
 703140798  | OOPT-GAA319.22-OGM2 | 703130105 | 438324152 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       10080 |        0 |      5 |             1 |                1 |            10080 | 2006-11-16 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3395775515 |                 |                   1 |               0 |                0 |        3
(42 rows)

 ordergroup |  ordergroupmember   |    dest    |  source   |   orderplacedate    |    departuredate    |    deliverydate     |      arrivdate      | totalleadtime | transitdur | unloaddur | needcovdur | mincovdur |    finalcovdate     |     mincovdate      |     needcovdate     | finalcovdur | delaydur | status | orderskucount | orderskusoqcount | networkmincovdur |  networkmincovdate  | maxcovdur | orderbuildrule | duestatus | networkminstatus | loadsolutionstatus | loadstatus | approvalstatus | precisionbuildsw | ordertype | transmode  | ordergroupparam | ordergroupbuildrule | precisionloadsw | vehicleloadcount | lanetype 
------------+---------------------+------------+-----------+---------------------+---------------------+---------------------+---------------------+---------------+------------+-----------+------------+-----------+---------------------+---------------------+---------------------+-------------+----------+--------+---------------+------------------+------------------+---------------------+-----------+----------------+-----------+------------------+--------------------+------------+----------------+------------------+-----------+------------+-----------------+---------------------+-----------------+------------------+----------
 3337022838 |                     |            |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |       4320 |      4320 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00 |        4320 |   -11520 |      5 |             4 |                4 |             4320 | 2006-11-12 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 1362870146 |                 |                   1 |               0 |                3 |        2
 3337022838 | OOPT-GEX334.01-OGM1 |            | 661835420 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |       4320 |      4320 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00 |        4320 |   -11520 |      5 |             2 |                2 |             4320 | 2006-11-12 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1362870146 |                 |                   1 |               0 |                0 |        3
 3337022838 | OOPT-GEX334.01-OGM2 |            | 661835421 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |       4320 |      4320 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00 |        4320 |   -11520 |      5 |             2 |                2 |             4320 | 2006-11-12 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1362870146 |                 |                   1 |               0 |                0 |        3
 3337946359 |                     |            |           | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |       4320 |      4320 | 2006-11-19 00:00:00 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00 |       14400 |   -11520 |      5 |             4 |                4 |            14400 | 2006-11-19 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 852335969  |                 |                   1 |               0 |                3 |        2
 3337946359 | OOPT-GEX334.02-OGM1 |            | 661865211 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |       4320 |      4320 | 2006-11-19 00:00:00 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00 |       14400 |   -11520 |      5 |             2 |                2 |            14400 | 2006-11-19 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 852335969  |                 |                   1 |               0 |                0 |        3
 3337946359 | OOPT-GEX334.02-OGM2 |            | 661865212 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |       4320 |      4320 | 2006-11-19 00:00:00 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00 |       14400 |   -11520 |      5 |             2 |                2 |            14400 | 2006-11-19 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 852335969  |                 |                   1 |               0 |                0 |        3
