 ordergroup | transmode  |  qty  |   uom    | currencysw 
 151032783  | 3290270921  |      30 | 32715003 |          0
 151032783  | 3290270921  |      30 | 32715004 |          0
 151032783  | 3290270921  |      30 | 32715005 |          0
 151032783  | 3290270921  |      10 | 32715002 |          0
 151032783  | 3290270921  |      10 | 32715003 |          0
 151032783  | 3290270921  |      10 | 32715004 |          0
 151032783  | 3290270921  |      10 | 32715005 |          0
 151956304  | 2779736744  |     100 | 32716002 |          0
 151956304  | 2779736744  |     100 | 32716003 |          0
 151956304  | 2779736744  |      92 | 32716002 |          0
 151956304  | 2779736744  |      92 | 32716003 |          0
 152879825  | 2269202567  |     100 | 32717002 |          0
 152879825  | 2269202567  |     100 | 32717003 |          0
 152879825  | 2269202567  |     100 | 32717002 |          0
 152879825  | 2269202567  |     100 | 32717003 |          0
 175967850  | 2390750030  |      50 | 32721002 |          0
 175967850  | 2390750030  |      50 | 32721003 |          0
 175967850  | 2390750030  |      50 | 32721002 |          0
 175967850  | 2390750030  |      50 | 32721003 |          0
 175967850  | 2390750030  |      50 | 32721002 |          0
 175967850  | 2390750030  |      50 | 32721003 |          0
 175967850  | 2390750030  |      50 | 32721002 |          0
 175967850  | 2390750030  |      50 | 32721003 |          0
 175967850  | 2390750030  |      27 | 32721002 |          0
 175967850  | 2390750030  |      27 | 32721003 |          0
 3342490421 | 1341953123  |     266 |  1103002 |          0
 3905159232 | 3809208950  |     228 |  1201002 |          0
 3906082753 | 3298674773  |     228 |  1202002 |          0
 3907006274 | 2788140596  |     228 |  1203002 |          0
 3907929795 | 2277606419  |     228 |  1204002 |          0
 3908853316 | 1767072244  |      90 |  1205002 |          0
 1934182194 | 3442077062  |     153 |  1301002 |          0
 1935105715 | 2931542885  |     147 |  1302002 |          0
 1936029236 | 2421008708  |     145 |  1303002 |          0
 1936952757 | 1910474533  |      79 |  1304002 |          0
 4068372003 | 3607167155  |      52 | 50201002 |          0
 4068372003 | 3607167155  |      52 | 50201003 |          0
 4069295524 | 3096632978  |      52 | 50202002 |          0
 4069295524 | 3096632978  |      52 | 50202003 |          0
 4070219045 | 2586098801  |      52 | 50203002 |          0
 4070219045 | 2586098801  |      52 | 50203003 |          0
 4071142566 | 2075564626  |      52 | 50204002 |          0
 4071142566 | 2075564626  |      52 | 50204003 |          0
 4072066087 | 1565030449  |      50 | 50205002 |          0
 4072066087 | 1565030449  |      50 | 50205003 |          0
 4072989608 | 1054496272  |      57 | 50206002 |          0
 4072989608 | 1054496272  |      57 | 50206003 |          0
 4073913129 | 543962095   |     100 | 50207002 |          0
 4073913129 | 543962095   |     100 | 50207003 |          0
 4074836650 | 33427918    |      50 | 50208002 |          0
 4074836650 | 33427918    |      50 | 50208003 |          0
 4075760171 | 3817861035  |      52 | 50209002 |          0
 4075760171 | 3817861035  |      52 | 50209003 |          0
 4096077633 | 1176043735  |      52 | 50210002 |          0
 4096077633 | 1176043735  |      52 | 50210003 |          0
 4097001154 | 665509558   |      52 | 50211002 |          0
 4097001154 | 665509558   |      52 | 50211003 |          0
 4097924675 | 154975381   |      52 | 50212002 |          0
 4097924675 | 154975381   |      52 | 50212003 |          0
 4098848196 | 3939408498  |      52 | 50213002 |          0
 4098848196 | 3939408498  |      52 | 50213003 |          0
 4099771717 | 3428874321  |      50 | 50214002 |          0
 4099771717 | 3428874321  |      50 | 50214003 |          0
 4100695238 | 2918340144  |      50 | 50215002 |          0
 4100695238 | 2918340144  |      50 | 50215003 |          0
 4101618759 | 2407805967  |      52 | 50216002 |          0
 4101618759 | 2407805967  |      52 | 50216003 |          0
 4102542280 | 1897271792  |     100 | 50217002 |          0
 4102542280 | 1897271792  |     100 | 50217003 |          0
 4103465801 | 1386737615  |      81 | 50218002 |          0
 4103465801 | 1386737615  |      81 | 50218003 |          0
 4104389322 | 876203438   |      52 | 50219002 |          0
 4104389322 | 876203438   |      52 | 50219003 |          0
 4124706784 | 2529353430  |      52 | 50220002 |          0
 4124706784 | 2529353430  |      52 | 50220003 |          0
 4125630305 | 2018819255  |      50 | 50221002 |          0
 4125630305 | 2018819255  |      50 | 50221003 |          0
 4126553826 | 1508285078  |      50 | 50222002 |          0
 4126553826 | 1508285078  |      50 | 50222003 |          0
 644958974  | 1199690300  |      28 | 31901002 |          0
 644958974  | 1199690300  |      28 | 31901003 |          0
 648653058  | 3452520886  |      52 | 31905002 |          0
 648653058  | 3452520886  |      52 | 31905003 |          0
 649576579  | 2941986709  |      28 | 31906002 |          0
 649576579  | 2941986709  |      28 | 31906003 |          0
 680052772  | 3274228052  |      28 | 31918002 |          0
 680052772  | 3274228052  |      28 | 31918003 |          0
 703140797  | 3395775515  |      14 | 31922002 |          0
 703140797  | 3395775515  |      14 | 31922003 |          0
 703140798  | 3395775515  |      14 | 31922002 |          0
 703140798  | 3395775515  |      14 | 31922003 |          0
 3366575510 | 2205645664  |      50 | 33412002 |          0
 3366575510 | 2205645664  |      50 | 33412003 |          0
 3366575510 | 2205645664  |      50 | 33412002 |          0
 3366575510 | 2205645664  |      50 | 33412003 |          0
 3366575510 | 2205645664  |      16 | 33412002 |          0
 3366575510 | 2205645664  |      16 | 33412003 |          0
 3367499031 | 1695111489  |      50 | 33413002 |          0
 3367499031 | 1695111489  |      50 | 33413003 |          0
 3367499031 | 1695111489  |      50 | 33413002 |          0
 3367499031 | 1695111489  |      50 | 33413003 |          0
 3367499031 | 1695111489  |       4 | 33413002 |          0
 3367499031 | 1695111489  |       4 | 33413003 |          0
 3368422552 | 1184577312  |      50 | 33414002 |          0
 3368422552 | 1184577312  |      50 | 33414003 |          0
 3368422552 | 1184577312  |      42 | 33414002 |          0
 3368422552 | 1184577312  |      42 | 33414003 |          0
 3742427408 | 2205441958  |      28 | 50401002 |          0
 3742427408 | 2205441958  |      28 | 50401003 |          0
 3744274450 | 1184373606  |      52 | 50403002 |          0
 3744274450 | 1184373606  |      52 | 50403003 |          0
 3746121492 | 163305252   |      50 | 50405002 |          0
 3746121492 | 163305252   |      50 | 50405003 |          0
 3747968534 | 3437204192  |      52 | 50407002 |          0
 3747968534 | 3437204192  |      52 | 50407003 |          0
 3749815576 | 2416135838  |      28 | 50409002 |          0
 3749815576 | 2416135838  |      28 | 50409003 |          0
 3771056559 | 3558751655  |      52 | 50411002 |          0
 3771056559 | 3558751655  |      52 | 50411003 |          0
 3771980080 | 3048217478  |      52 | 50412002 |          0
 3771980080 | 3048217478  |      52 | 50412003 |          0
 3773827122 | 2027149126  |      52 | 50414002 |          0
 3773827122 | 2027149126  |      52 | 50414003 |          0
 3774750643 | 1516614949  |      52 | 50415002 |          0
 3774750643 | 1516614949  |      52 | 50415003 |          0
 3775674164 | 1006080772  |      52 | 50416002 |          0
 3775674164 | 1006080772  |      52 | 50416003 |          0
 3778444727 | 3769445535  |      52 | 50419002 |          0
 3778444727 | 3769445535  |      52 | 50419003 |          0
 3799685710 | 617094058   |      60 | 50421002 |          0
 3799685710 | 617094058   |      60 | 50421003 |          0
 3801532752 | 3890992998  |      60 | 50423002 |          0
 3801532752 | 3890992998  |      60 | 50423003 |          0
 3803379794 | 2869924644  |      28 | 50425002 |          0
 3803379794 | 2869924644  |      28 | 50425003 |          0
 3805226836 | 1848856292  |      28 | 50427002 |          0
 3805226836 | 1848856292  |      28 | 50427003 |          0
 4174949901 | 4101671561  |      83 | 41501002 |          0
 4175873422 | 3591137384  |      88 | 41502002 |          0
 4176796943 | 3080603207  |      30 | 41503002 |          0
 4176796944 | 3080603208  |      36 | 41503003 |          0
 4177720464 | 2570069030  |      31 | 41504002 |          0
 4178643985 | 2059534855  |      56 | 41505002 |          0
 4179567506 | 1549000678  |      48 | 41506002 |          0
 4180491027 | 1038466501  |      46 | 41507002 |          0
 4181414548 | 527932324   |      32 | 41508002 |          0
 6867260    | 2845155644  |      22 | 14620001 |          0
 3799391179 | 3252382330  |      40 | 13903001 |          0
 3799391180 | 3252382330  |      55 | 13903001 |          0
 3799391180 | 3252382330  |       5 | 13903001 |          0
 3799391181 | 3252382330  |      55 | 13903001 |          0
 3799391181 | 3252382330  |      25 | 13903001 |          0
 3804008784 | 2071714054  |      36 | 13908001 |          0
 3804932305 | 1491964290  |       6 | 13909001 |          0
 3804932306 | 1491964290  |      12 | 13909001 |          0
 3804932307 | 1491964290  |       6 | 13909001 |          0
 3804932308 | 1491964290  |      12 | 13909001 |          0
 3804932309 | 1491964290  |      12 | 13909001 |          0
 3825249767 | 1009462237  |      10 | 13910002 |          0
 3825249767 | 1009462237  |     3.6 | 13910003 |          0
 3826173288 | 1896965918  |      16 | 13911002 |          0
 3826173289 | 1896965918  |      18 | 13911002 |          0
 3855725960 | 4022442030  |      30 | 13922002 |          0
 3855725960 | 4022442030  |      30 | 13922003 |          0
 3855725961 | 4022442030  |      30 | 13922002 |          0
 3855725961 | 4022442030  |      30 | 13922003 |          0
 3721493043 | 2024327845  |      30 | 13808002 |          0
 3721493043 | 2024327845  |      30 | 13808003 |          0
 3742734026 | 3166943660  |      30 | 13810002 |          0
 3742734026 | 3166943660  |      30 | 13810003 |          0
 3742734027 | 3166943660  |      30 | 13810002 |          0
 3742734027 | 3166943660  |      30 | 13810003 |          0
 3744581068 | 2145875308  |      30 | 13812002 |          0
 3744581068 | 2145875308  |      30 | 13812003 |          0
 3744581069 | 2145875308  |      30 | 13812002 |          0
 3744581069 | 2145875308  |      30 | 13812003 |          0
 3746428110 | 1124806954  |      30 | 13814002 |          0
 3746428110 | 1124806954  |      30 | 13814003 |          0
 3746428111 | 1124806954  |      30 | 13814002 |          0
 3746428111 | 1124806954  |      30 | 13814003 |          0
 3747351631 | 614272777   |      30 | 13815002 |          0
 3747351631 | 614272777   |      30 | 13815003 |          0
 3747351632 | 614272777   |      30 | 13815002 |          0
 3747351632 | 614272777   |      30 | 13815003 |          0
 3748275152 | 51301254    |      28 | 13816002 |          0
 3748275153 | 51301254    |      32 | 13816002 |          0
 3748275153 | 51301254    |      24 | 13816002 |          0
 3771363177 | 764056799   |      32 | 13820002 |          0
 3771363177 | 764056799   |      24 | 13820002 |          0
 3771363178 | 764056799   |      32 | 13820002 |          0
 3771363178 | 764056799   |      24 | 13820002 |          0
 3772286698 | 4009719180  |      30 | 13821002 |          0
 3772286698 | 4009719180  |      30 | 13821003 |          0
 3772286698 | 4009719180  |      30 | 13821002 |          0
 3772286698 | 4009719180  |      30 | 13821003 |          0
 3772286698 | 4009719180  |      30 | 13821002 |          0
 3772286698 | 4009719180  |      30 | 13821003 |          0
 2408340402 | 1109939142  |      66 | 33902002 |          0
 2410187444 | 88870788    |      66 | 33904002 |          0
 2412034486 | 3362769728  |      66 | 33906002 |          0
 4144513848 | 1124244608  |      70 | 15864001 |          0
 4144513848 | 1124244608  |    10.5 | 15864004 |          0
 2002493798 | 3994086098  |     150 | 15526001 |          0
 3568149080 | 3201337694  |      85 | 16504001 |          0
 3568149080 | 3201337694  |      85 | 16504001 |          0
 3568149080 | 3201337694  |      82 | 16504001 |          0
 1216887862 | 121007620   |      30 | 13705002 |          0
 1216887862 | 121007620   |      30 | 13705003 |          0
 1216887862 | 121007620   |      30 | 13705002 |          0
 1216887862 | 121007620   |      30 | 13705003 |          0
 1216887862 | 121007620   |      30 | 13705002 |          0
 1216887862 | 121007620   |      30 | 13705003 |          0
 1216887862 | 121007620   |      30 | 13705002 |          0
 1216887862 | 121007620   |      30 | 13705003 |          0
 1240899408 | 4026988200  |      24 | 13710002 |          0
 1240899408 | 4026988200  |      24 | 13710003 |          0
 3280751610 | 2647189116  |      15 | 50906002 |          0
 3280751610 | 2647189116  |      15 | 50906003 |          0
 3280751610 | 2647189116  |       1 | 50906002 |          0
 3280751610 | 2647189116  |       1 | 50906003 |          0
 4056108989 | 678623963   |     250 |   100002 |          0
 4056108989 | 678623963   |      77 |   100002 |          0
 62074456   | 2176332448  |      30 | 16221004 |          0
 62997977   | 1665798273  |      30 | 16222004 |          0
 64845019   | 644729919   |      30 | 16224004 |          0
 65768540   | 134195742   |      30 | 16225004 |          0
 67615582   | 3408094682  |      16 | 16227004 |          0
 68539103   | 2897560505  |      30 | 16228004 |          0
 93474170   | 1998039616  |    22.5 | 16234004 |          0
 95321212   | 976971262   |    22.5 | 16236004 |          0
 129291400  | 12345678912 |     150 | 13518002 |          0
 156997030  | 976897292   |      25 | 13527002 |          0
 156997030  | 976897292   |       7 | 13527002 |          0
 160046984  | 1210033010  |     100 | 31801002 |          0
 160046984  | 1210033010  |      50 | 31801003 |          0
 160046984  | 1210033010  |     100 | 31801002 |          0
 160046984  | 1210033010  |      50 | 31801003 |          0
 162817547  | 3973397773  |     100 | 31804002 |          0
 162817547  | 3973397773  |      50 | 31804003 |          0
 162817547  | 3973397773  |     100 | 31804002 |          0
 162817547  | 3973397773  |      50 | 31804003 |          0
 162817547  | 3973397773  |      63 | 31804002 |          0
 162817547  | 3973397773  |    31.5 | 31804003 |          0
 163741068  | 3462863596  |     100 | 31805002 |          0
 163741068  | 3462863596  |      50 | 31805003 |          0
 163741068  | 3462863596  |     100 | 31805002 |          0
 163741068  | 3462863596  |      50 | 31805003 |          0
 164664589  | 2952329419  |     100 | 31806002 |          0
 164664589  | 2952329419  |      50 | 31806003 |          0
 164664589  | 2952329419  |     100 | 31806002 |          0
 164664589  | 2952329419  |      50 | 31806003 |          0
 164664589  | 2952329419  |      63 | 31806002 |          0
 164664589  | 2952329419  |    31.5 | 31806003 |          0
 165588110  | 2441795242  |     100 | 31807002 |          0
 165588110  | 2441795242  |      50 | 31807003 |          0
 165588110  | 2441795242  |     100 | 31807002 |          0
 165588110  | 2441795242  |      50 | 31807003 |          0
 1217218097 | 202303785   |      50 | 32104001 |          0
 1217218097 | 202303785   |      50 | 32104001 |          0
 1217218097 | 202303785   |      12 | 32104001 |          0
 1219065139 | 3476202725  |      40 | 32106001 |          0
 1219065139 | 3476202725  |      40 | 32106001 |          0
 1219065139 | 3476202725  |      32 | 32106001 |          0
 1242153164 | 3597750188  |      50 | 32110001 |          0
 1242153164 | 3597750188  |      50 | 32110001 |          0
 1242153164 | 3597750188  |      45 | 32110001 |          0
 1243076685 | 3087216011  |      50 | 32111001 |          0
 1243076685 | 3087216011  |      50 | 32111001 |          0
 1243076685 | 3087216011  |      44 | 32111001 |          0
 3580004336 | 2147792070  |      52 | 50701002 |          0
 3580004336 | 2147792070  |      52 | 50701003 |          0
 3581851378 | 1126723718  |      52 | 50703002 |          0
 3581851378 | 1126723718  |      52 | 50703003 |          0
 3584621941 | 3890088481  |      52 | 50706002 |          0
 3584621941 | 3890088481  |      52 | 50706003 |          0
 3587392504 | 2358485950  |      52 | 50709002 |          0
 3587392504 | 2358485950  |      52 | 50709003 |          0
 3607709966 | 4011635944  |      52 | 50710002 |          0
 3607709966 | 4011635944  |      52 | 50710003 |          0
 1911903019 | 2270454744  |      48 | 33317002 |          0
 1911903019 | 2270454744  |      48 | 33317003 |          0
 3674648251 | 3293245723  |      52 | 50601002 |          0
 3674648251 | 3293245723  |      52 | 50601003 |          0
 3675571772 | 2782711546  |      52 | 50602002 |          0
 3675571772 | 2782711546  |      52 | 50602003 |          0
 3679265856 | 740574840   |      52 | 50606002 |          0
 3679265856 | 740574840   |      52 | 50606003 |          0
 3682036419 | 3503939603  |      52 | 50609002 |          0
 3682036419 | 3503939603  |      52 | 50609003 |          0
 3702353881 | 862122303   |      52 | 50610002 |          0
 3702353881 | 862122303   |      52 | 50610003 |          0
 4227647536 | 1793838216  |      37 | 33520002 |          0
 3841134680 | 2524601182  |     360 | 32401002 |          0
 3841134680 | 2524601182  |     360 | 32401003 |          0
 3842058201 | 2014067007  |     360 | 32402002 |          0
 3842058201 | 2014067007  |     360 | 32402003 |          0
 3842981722 | 1503532830  |     360 | 32403002 |          0
 3842981722 | 1503532830  |     360 | 32403003 |          0
 3843905243 | 992998653   |     360 | 32404002 |          0
 3843905243 | 992998653   |     360 | 32404003 |          0
 3844828764 | 482464476   |     500 | 32405001 |          0
 3844828764 | 482464476   |     500 | 32405003 |          0
 3844828764 | 482464476   |     300 | 32405001 |          0
 3844828764 | 482464476   |     300 | 32405003 |          0
 3845752285 | 4266897593  |     360 | 32406002 |          0
 3845752285 | 4266897593  |     360 | 32406003 |          0
 3846675806 | 3756363416  |     360 | 32407002 |          0
 3846675806 | 3756363416  |     360 | 32407003 |          0
 3868840310 | 93477762    |     360 | 32410002 |          0
 3868840310 | 93477762    |     360 | 32410003 |          0
 3871610873 | 2856842525  |      52 | 32413002 |          0
 3871610873 | 2856842525  |      52 | 32413003 |          0
 2786846135 | 3050751135  |    9300 |     1356 |          1
 2787769656 | 2540216958  |     220 | 41602002 |          0
 2788693177 | 2029682783  |   16500 |     1356 |          1
 2788693177 | 2029682783  |     198 |     1978 |          1
 2789616698 | 1519148606  |     225 |     1978 |          1
 2789616698 | 1519148606  |   183.6 |     1978 |          1
 2790540219 | 1008614429  |   111.6 |     1978 |          1
 2791463740 | 498080252   |   11700 |     1356 |          1
 2792387261 | 4282513369  |     156 | 41607002 |          0
 2793310782 | 3771979192  |   11700 |     1356 |          1
 2793310782 | 3771979192  |   140.4 |     1978 |          1
 2793310782 | 3771979192  |     156 | 41608002 |          0
 2816398807 | 3893526655  |      90 |     1840 |          1
 2816398807 | 3893526655  |      34 |     1840 |          1
 2818245849 | 2872458301  |      92 | 41614002 |          0
 2819169370 | 2361924124  |    9300 | 41615001 |          1
 2819169370 | 2361924124  |   111.6 | 41615002 |          1
 2819169370 | 2361924124  |     124 | 41615002 |          0
 2820092891 | 1851389949  |    6900 |     1356 |          1
 2820092891 | 1851389949  |      92 | 41616002 |          0
 2821016412 | 1340855772  |    2400 |     1356 |          1
 2821016412 | 1340855772  |    28.8 |     1978 |          1
 2821016412 | 1340855772  |    38.4 |     2121 |          1
 2821016412 | 1340855772  |    27.2 |     2122 |          1
 2821016412 | 1340855772  |      36 |     2123 |          1
 2821016412 | 1340855772  |      32 | 41617002 |          0
 2821016412 | 1340855772  |     146 | 41617003 |          0
 2821939933 | 830321595   |    2400 |     1356 |          1
 2821939933 | 830321595   |    28.8 |     1978 |          1
 2821939933 | 830321595   |      32 | 41618002 |          0
 2822863454 | 319787418   |   12450 |     1356 |          1
 2822863454 | 319787418   |   149.4 |     1978 |          1
 2822863454 | 319787418   |    9900 |     1356 |          1
 2822863454 | 319787418   |   118.8 |     1978 |          1
 2815475286 | 109093538   | 16432.5 |     1356 |          1
 2815475286 | 109093538   |  197.19 |     1978 |          1
 2815475286 | 109093538   |  2002.5 |     1356 |          1
 2815475286 | 109093538   |   24.03 |     1978 |          1
 2815475286 | 109093538   |      15 |     1356 |          1
 2815475286 | 109093538   |    0.18 |     1978 |          1
 3872534394 | 2346308348  |      52 | 32414002 |          0
 3872534394 | 2346308348  |      52 | 32414003 |          0
 3874381436 | 1325239996  |     360 | 32416002 |          0
 3874381436 | 1325239996  |     360 | 32416003 |          0
 3876228478 | 304171642   |     360 | 32418002 |          0
 3876228478 | 304171642   |     360 | 32418003 |          0
 3252549782 | 1043628130  |      52 | 50801002 |          0
 3252549782 | 1043628130  |      52 | 50801003 |          0
 3254396824 | 22559776    |      52 | 50803002 |          0
 3254396824 | 22559776    |      52 | 50803003 |          0
 3255320345 | 3806992893  |      52 | 50804002 |          0
 3255320345 | 3806992893  |      52 | 50804003 |          0
 3259014429 | 1764856187  |     360 | 50808002 |          0
 3259014429 | 1764856187  |     360 | 50808003 |          0
 3280255412 | 2907472002  |     260 | 50810002 |          0
 3280255412 | 2907472002  |     260 | 50810003 |          0
 3280255413 | 2907472002  |     180 | 50810002 |          0
 3280255413 | 2907472002  |     180 | 50810003 |          0
 3282102454 | 1886403650  |     360 | 50812002 |          0
 3282102454 | 1886403650  |     360 | 50812003 |          0
 3283949496 | 865335296   |     360 | 50814002 |          0
 3283949496 | 865335296   |     360 | 50814003 |          0
 3285796538 | 4139234236  |     360 | 50816002 |          0
 3285796538 | 4139234236  |     360 | 50816003 |          0
 3287643580 | 3118165882  |     100 | 50818002 |          0
 3287643580 | 3118165882  |     100 | 50818003 |          0
 3287643580 | 3118165882  |     100 | 50818002 |          0
 3287643580 | 3118165882  |     100 | 50818003 |          0
 3288567101 | 2607631705  |      52 | 50819002 |          0
 3288567101 | 2607631705  |      52 | 50819003 |          0
 3309808084 | 3750247522  |      52 | 50821002 |          0
 3309808084 | 3750247522  |      52 | 50821003 |          0
 3310731605 | 3239713345  |      52 | 50822002 |          0
 3310731605 | 3239713345  |      52 | 50822003 |          0
 3311655126 | 2729179168  |      52 | 50823002 |          0
 3311655126 | 2729179168  |      52 | 50823003 |          0
 3312578647 | 2218644991  |      52 | 50824002 |          0
 3312578647 | 2218644991  |      52 | 50824003 |          0
 3313502168 | 1708110816  |      52 | 50825002 |          0
 3313502168 | 1708110816  |      52 | 50825003 |          0
 3342131319 | 3061420511  |      52 | 50835002 |          0
 3342131319 | 3061420511  |      52 | 50835003 |          0
 3343054840 | 2550886334  |      52 | 50836002 |          0
 3343054840 | 2550886334  |      52 | 50836003 |          0
 499333315  | 2774402901  |     360 | 32501002 |          0
 499333315  | 2774402901  |     360 | 32501003 |          0
 501180357  | 1753334549  |     360 | 32503002 |          0
 501180357  | 1753334549  |     360 | 32503003 |          0
 502103878  | 1242800372  |     360 | 32504002 |          0
 502103878  | 1242800372  |     360 | 32504003 |          0
 503950920  | 221732018   |     360 | 32506002 |          0
 503950920  | 221732018   |     360 | 32506003 |          0
 504874441  | 4006165135  |     480 | 32507002 |          0
 504874441  | 4006165135  |     480 | 32507003 |          0
 506721483  | 2985096781  |     480 | 32509002 |          0
 506721483  | 2985096781  |     480 | 32509003 |          0
 527962466  | 4127712598  |      52 | 32511002 |          0
 527962466  | 4127712598  |      52 | 32511003 |          0
 530733029  | 2596110067  |      71 | 32514002 |          0
 530733029  | 2596110067  |      71 | 32514003 |          0
 531656550  | 2085575892  |      52 | 32515002 |          0
 531656550  | 2085575892  |      52 | 32515003 |          0
 533503592  | 1064507538  |     360 | 32517002 |          0
 533503592  | 1064507538  |     360 | 32517003 |          0
 535350634  | 43439184    |     360 | 32519002 |          0
 535350634  | 43439184    |     360 | 32519003 |          0
 556591617  | 1186055001  |     360 | 32521002 |          0
 556591617  | 1186055001  |     360 | 32521003 |          0
 557515138  | 675520824   |     360 | 32522002 |          0
 557515138  | 675520824   |     360 | 32522003 |          0
 558438659  | 164986647   |      52 | 32523002 |          0
 558438659  | 164986647   |      52 | 32523003 |          0
 181508976  | 3622512264  |      28 | 32727002 |          0
 181508976  | 3622512264  |      28 | 32727003 |          0
 205520522  | 3233525550  |      30 | 32732002 |          0
 205520522  | 3233525550  |      30 | 32732002 |          0
 205520522  | 3233525550  |      10 | 32732002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      10 | 32735002 |          0
 209214606  | 1191388844  |      30 | 32736002 |          0
 209214606  | 1191388844  |      30 | 32736002 |          0
 209214606  | 1191388844  |      10 | 32736002 |          0
 3478097565 | 1429408412  |       7 | 32315002 |          0
 3478097565 | 1429408412  |       7 | 32315003 |          0
 3479021085 | 918874235   |      51 | 32316002 |          0
 3479021085 | 918874235   |      51 | 32316003 |          0
 3479021086 | 918874235   |       7 | 32316002 |          0
 3479021086 | 918874235   |       7 | 32316003 |          0
 3481791648 | 3682238998  |      52 | 32319002 |          0
 3481791648 | 3682238998  |      52 | 32319003 |          0
 3481791649 | 3682238998  |      14 | 32319002 |          0
 3481791649 | 3682238998  |      14 | 32319003 |          0
 3504879673 | 3803786461  |      52 | 32323002 |          0
 3504879673 | 3803786461  |      52 | 32323003 |          0
 3505803194 | 3293252284  |      52 | 32324002 |          0
 3505803194 | 3293252284  |      52 | 32324003 |          0
 3507650236 | 2272183930  |      50 | 32326002 |          0
 3507650236 | 2272183930  |      50 | 32326003 |          0
 3752525331 | 2822773443  |      52 | 50510002 |          0
 3752525331 | 2822773443  |      52 | 50510003 |          0
 3756219415 | 780636737   |      28 | 50514002 |          0
 3756219415 | 780636737   |      28 | 50514003 |          0
 4182338069 | 17398147    |      32 | 41509002 |          0
 4288154319 | 1013514377  |      92 | 41419002 |          0
 3340643379 | 2363021475  |     266 |  1101002 |          0
 3341566900 | 1852487300  |     356 |  1102002 |          0
(694 rows)

 ordergroup |  transmode  |   qty   |   uom    | currencysw 
------------+-------------+---------+----------+------------
 4252137000 | 3744478094  |      92 | 41401002 |          0
 4253060521 | 3233943917  |      18 | 41402002 |          0
 4253984042 | 2723409740  |      21 | 41403002 |          0
 4254907563 | 2212875563  |      31 | 41404002 |          0
 4255831084 | 1702341388  |      23 | 41405002 |          0
 4256754605 | 1191807211  |      32 | 41406002 |          0
 4258601647 | 170738857   |     124 | 41408002 |          0
 4259525168 | 3955171974  |      45 | 41409002 |          0
 4279842630 | 1313354674  |      51 | 41410002 |          0
 4280766151 | 802820497   |     124 | 41411002 |          0
 4281689672 | 292286320   |      92 | 41412002 |          0
 4283536714 | 3566185260  |      52 | 41414002 |          0
 4284460235 | 3055651083  |      32 | 41415002 |          0
 4286307277 | 2034582731  |      49 | 41417002 |          0
 4287230798 | 1524048554  |      92 | 41418002 |          0
 13504487   | 2666664369  |     298 | 41420002 |          0
 15351529   | 1645596017  |      66 | 41422002 |          0
 700021748  | 2599455620  |     312 | 10001002 |          0
 700945269  | 2088921445  |     236 | 10002002 |          0
 701868790  | 1578387268  |     250 | 10003002 |          0
 701868790  | 1578387268  |     150 | 10003002 |          0
 702792311  | 1067853091  |     313 | 10004002 |          0
 703715832  | 557318914   |     400 | 10005002 |          0
 703715832  | 557318914   |     398 | 10005002 |          0
 704639353  | 46784737    |     236 | 10006002 |          0
 705562874  | 3831217854  |     726 | 10007002 |          0
 706486395  | 3320683677  |     323 | 10008002 |          0
 707409916  | 2810149500  |      64 | 10009001 |          0
 727727378  | 168332200   |   204.5 | 10010002 |          0
 728650899  | 3952765317  |     248 | 10011002 |          0
 728650899  | 3952765317  |      42 | 10011002 |          0
 729574420  | 3442231140  |     236 | 10012002 |          0
 730497941  | 2931696963  |     236 | 10013002 |          0
 730497941  | 2931696963  |     236 | 10013003 |          0
 731421462  | 2421162786  |     236 | 10014002 |          0
 731421462  | 2421162786  |     236 | 10014003 |          0
 732344983  | 1910628611  |     296 | 10015002 |          0
 733268504  | 1400094434  |     296 | 10016002 |          0
 735115546  | 379026080   |     250 | 10018002 |          0
 735115546  | 379026080   |     164 | 10018002 |          0
 736039067  | 4163459197  |     250 | 10019002 |          0
 736039067  | 4163459197  |     166 | 10019002 |          0
 757280050  | 1011107720  |     250 | 10021002 |          0
 757280050  | 1011107720  |     160 | 10021002 |          0
 758203571  | 500573543   |     228 | 10022002 |          0
 759127092  | 4285006660  |     228 | 10023002 |          0
 760050613  | 3774472483  |     250 | 10024002 |          0
 760974134  | 3263938306  |     250 | 10025002 |          0
 761897655  | 2753404129  |     510 | 10026002 |          0
 762821176  | 2242869952  |     510 | 10027002 |          0
 763744697  | 1732335777  |     534 | 10028002 |          0
 764668218  | 1221801600  |     534 | 10029002 |          0
 784985680  | 2874951592  |     462 | 10030002 |          0
 785909201  | 2364417415  |     462 | 10031002 |          0
 786832722  | 1853883240  |     534 | 10032002 |          0
 787756243  | 1343349063  |     534 | 10033002 |          0
 788679764  | 832814886   |     414 | 10034002 |          0
 789603285  | 322280709   |     414 | 10035002 |          0
 790526806  | 4106713826  |     318 | 10036002 |          0
 791450327  | 3596179649  |     318 | 10037002 |          0
 646806016  | 178621946   |      60 | 31903002 |          0
 646806016  | 178621946   |      60 | 31903003 |          0
