    item    |   source   |   dest    | qty  | unroundedqty |   uom    | ordergroup |  ordergroupmember   | currencysw 
 991212531 | 662818524 | 3367488336 |  29 |   28.6206897 | 33413002 | 3367499031 | OOPT-GEX334.13-OGM2 |          0
 991212531 | 662818524 | 3367488336 |  29 |   28.6206897 | 33413003 | 3367499031 | OOPT-GEX334.13-OGM2 |          0
 991212532 | 662818524 | 3367488337 |  17 |   12.4137931 | 33413002 | 3367499031 | OOPT-GEX334.13-OGM2 |          0
 991212532 | 662818524 | 3367488337 |  17 |   12.4137931 | 33413003 | 3367499031 | OOPT-GEX334.13-OGM2 |          0
 991213490 | 662848314 | 3368411857 |   5 |     4.137931 | 33414002 | 3368422552 | OOPT-GEX334.14-OGM1 |          0
 991213490 | 662848314 | 3368411857 |   5 |     4.137931 | 33414003 | 3368422552 | OOPT-GEX334.14-OGM1 |          0
 991213491 | 662848314 | 3368411858 |  29 |   28.6206897 | 33414002 | 3368422552 | OOPT-GEX334.14-OGM1 |          0
 991213491 | 662848314 | 3368411858 |  29 |   28.6206897 | 33414003 | 3368422552 | OOPT-GEX334.14-OGM1 |          0
 991213492 | 662848315 | 3368411857 |  29 |   28.6206897 | 33414002 | 3368422552 | OOPT-GEX334.14-OGM2 |          0
 991213492 | 662848315 | 3368411857 |  29 |   28.6206897 | 33414003 | 3368422552 | OOPT-GEX334.14-OGM2 |          0
 991213493 | 662848315 | 3368411858 |  29 |   28.6206897 | 33414002 | 3368422552 | OOPT-GEX334.14-OGM2 |          0
 991213493 | 662848315 | 3368411858 |  29 |   28.6206897 | 33414003 | 3368422552 | OOPT-GEX334.14-OGM2 |          0
(80 rows)

   item   |   source   |    dest    | qty | unroundedqty |   uom    | ordergroup |  ordergroupmember   | currencysw 
----------+------------+------------+-----+--------------+----------+------------+---------------------+------------
 57971789 | 1797126655 | 4171302060 |   6 |            6 | 33501002 | 4171312755 | OOPT-GSD335.01-OGM1 |          0
 57971789 | 1797126655 | 4171302061 |   6 |            6 | 33501002 | 4171312755 | OOPT-GSD335.01-OGM2 |          0
 57972750 | 1797156446 | 4172225581 |   6 |            6 | 33502002 | 4172236276 | OOPT-GSD335.02-OGM1 |          0
 57972750 | 1797156446 | 4172225582 |   6 |            6 | 33502002 | 4172236276 | OOPT-GSD335.02-OGM2 |          0
 57974672 | 1797216028 | 4174072623 |   6 |            6 | 33504002 | 4174083318 | OOPT-GSD335.04-OGM1 |          0
 57974672 | 1797216028 | 4174072624 |   6 |            6 | 33504002 | 4174083318 | OOPT-GSD335.04-OGM2 |          0
 57976594 | 1797275610 | 4175919665 |   6 |            6 | 33506002 | 4175930360 | OOPT-GSD335.06-OGM1 |          0
 57976594 | 1797275610 | 4175919666 |   6 |            6 | 33506002 | 4175930360 | OOPT-GSD335.06-OGM2 |          0
 57977555 | 1797305401 | 4176843186 |   6 |            6 | 33507002 | 4176853881 | OOPT-GSD335.07-OGM1 |          0
 57977555 | 1797305401 | 4176843187 |   6 |            6 | 33507002 | 4176853881 | OOPT-GSD335.07-OGM2 |          0
 57978516 | 1797335192 | 4177766707 |   5 |            5 | 33508002 | 4177777402 | OOPT-GSD335.08-OGM1 |          0
 57978516 | 1797335192 | 4177766708 |   5 |            5 | 33508002 | 4177777402 | OOPT-GSD335.08-OGM2 |          0
 58005424 | 1798169340 | 4203625295 |  30 |           30 | 33515002 | 4203635990 | OOPT-GSD335.15-OGM1 |          0
 58005424 | 1798169340 | 4203625295 |  30 |           30 | 33515003 | 4203635990 | OOPT-GSD335.15-OGM1 |          0
 58006385 | 1798199131 | 4204548816 |   6 |            6 | 33516002 | 4204559511 | OOPT-GSD335.16-OGM1 |          0
 58006385 | 1798199131 | 4204548817 |   6 |            6 | 33516002 | 4204559511 | OOPT-GSD335.16-OGM2 |          0
 58007346 | 1798228922 | 4205472337 |   6 |            6 | 33517002 | 4205483032 | OOPT-GSD335.17-OGM1 |          0
 58007346 | 1798228922 | 4205472338 |   6 |            6 | 33517002 | 4205483032 | OOPT-GSD335.17-OGM2 |          0
 58008307 | 1798258713 | 4206395858 |   6 |            6 | 33518002 | 4206406553 | OOPT-GSD335.18-OGM1 |          0
 58008307 | 1798258713 | 4206395859 |   6 |            6 | 33518002 | 4206406553 | OOPT-GSD335.18-OGM2 |          0
 58030410 | 1798943906 | 4227636841 |  18 |           18 | 33520002 | 4227647536 | OOPT-GSD335.20-OGM1 |          0
 58030410 | 1798943906 | 4227636842 |  19 |           18 | 33520002 | 4227647536 | OOPT-GSD335.20-OGM2 |          0
(22 rows)

    item    |   source   |   dest    | qty | unroundedqty |   uom    | ordergroup |  ordergroupmember   | currencysw 
------------+------------+-----------+-----+--------------+----------+------------+---------------------+------------
 3544253634 | 2497681510 | 118698853 |  35 |           35 | 32701002 | 118709548  | OOPT-MBG327.01-OGM1 |          0
 3544253634 | 2497681510 | 118698853 |  35 |           35 | 32701003 | 118709548  | OOPT-MBG327.01-OGM1 |          0
 3544253635 | 2497681510 | 118698853 |  35 |           35 | 32701002 | 118709548  | OOPT-MBG327.01-OGM1 |          0
 3544253635 | 2497681510 | 118698853 |  35 |           35 | 32701003 | 118709548  | OOPT-MBG327.01-OGM1 |          0
 3544253636 | 2497681511 | 118698853 |  35 |           35 | 32701002 | 118709548  | OOPT-MBG327.01-OGM2 |          0
 3544253636 | 2497681511 | 118698853 |  35 |           35 | 32701003 | 118709548  | OOPT-MBG327.01-OGM2 |          0
 3544253637 | 2497681511 | 118698853 |  35 |           35 | 32701002 | 118709548  | OOPT-MBG327.01-OGM2 |          0
 3544253637 | 2497681511 | 118698853 |  35 |           35 | 32701003 | 118709548  | OOPT-MBG327.01-OGM2 |          0
 3544254595 | 2497711301 | 119622374 |  38 |           38 | 32702002 | 119633069  | OOPT-MBG327.02-OGM1 |          0
 3544254595 | 2497711301 | 119622374 |  38 |           38 | 32702003 | 119633069  | OOPT-MBG327.02-OGM1 |          0
 3544254596 | 2497711301 | 119622374 |  38 |           38 | 32702002 | 119633069  | OOPT-MBG327.02-OGM1 |          0
 3544254596 | 2497711301 | 119622374 |  38 |           38 | 32702003 | 119633069  | OOPT-MBG327.02-OGM1 |          0
 3544254597 | 2497711302 | 119622374 |  38 |           38 | 32702002 | 119633069  | OOPT-MBG327.02-OGM2 |          0
 3544254597 | 2497711302 | 119622374 |  38 |           38 | 32702003 | 119633069  | OOPT-MBG327.02-OGM2 |          0
 3544254598 | 2497711302 | 119622374 |  38 |           38 | 32702002 | 119633069  | OOPT-MBG327.02-OGM2 |          0
 3544254598 | 2497711302 | 119622374 |  38 |           38 | 32702003 | 119633069  | OOPT-MBG327.02-OGM2 |          0
 3544255556 | 2497741092 | 120545895 |  40 |           40 | 32703002 | 120556590  | OOPT-MBG327.03-OGM1 |          0
 3544255556 | 2497741092 | 120545895 |  40 |           40 | 32703003 | 120556590  | OOPT-MBG327.03-OGM1 |          0
 3544255557 | 2497741092 | 120545895 |  40 |           40 | 32703002 | 120556590  | OOPT-MBG327.03-OGM1 |          0
 3544255557 | 2497741092 | 120545895 |  40 |           40 | 32703003 | 120556590  | OOPT-MBG327.03-OGM1 |          0
 3544255558 | 2497741093 | 120545895 |  40 |           40 | 32703002 | 120556590  | OOPT-MBG327.03-OGM2 |          0
 3544255558 | 2497741093 | 120545895 |  40 |           40 | 32703003 | 120556590  | OOPT-MBG327.03-OGM2 |          0
 3544255559 | 2497741093 | 120545895 |  40 |           40 | 32703002 | 120556590  | OOPT-MBG327.03-OGM2 |          0
 3544255559 | 2497741093 | 120545895 |  40 |           40 | 32703003 | 120556590  | OOPT-MBG327.03-OGM2 |          0
 3544256517 | 2497770883 | 121469416 |  30 |           30 | 32704002 | 121480111  | OOPT-MBG327.04-OGM1 |          0
 3544256517 | 2497770883 | 121469416 |  30 |           30 | 32704003 | 121480111  | OOPT-MBG327.04-OGM1 |          0
 3544256518 | 2497770883 | 121469416 |  30 |           30 | 32704002 | 121480111  | OOPT-MBG327.04-OGM1 |          0
 3544256518 | 2497770883 | 121469416 |  30 |           30 | 32704003 | 121480111  | OOPT-MBG327.04-OGM1 |          0
 3544256519 | 2497770884 | 121469416 |  30 |           30 | 32704002 | 121480111  | OOPT-MBG327.04-OGM2 |          0
 3544256519 | 2497770884 | 121469416 |  30 |           30 | 32704003 | 121480111  | OOPT-MBG327.04-OGM2 |          0
 3544256520 | 2497770884 | 121469416 |  30 |           30 | 32704002 | 121480111  | OOPT-MBG327.04-OGM2 |          0
 3544256520 | 2497770884 | 121469416 |  30 |           30 | 32704003 | 121480111  | OOPT-MBG327.04-OGM2 |          0
 3544257478 | 2497800674 | 122392937 |  40 |           40 | 32705002 | 122403632  | OOPT-MBG327.05-OGM1 |          0
 3544257478 | 2497800674 | 122392937 |  40 |           40 | 32705003 | 122403632  | OOPT-MBG327.05-OGM1 |          0
 3544257479 | 2497800674 | 122392937 |  40 |           40 | 32705002 | 122403632  | OOPT-MBG327.05-OGM1 |          0
 3544257479 | 2497800674 | 122392937 |  40 |           40 | 32705003 | 122403632  | OOPT-MBG327.05-OGM1 |          0
 3544257480 | 2497800675 | 122392937 |  40 |           40 | 32705002 | 122403632  | OOPT-MBG327.05-OGM2 |          0
 3544257480 | 2497800675 | 122392937 |  40 |           40 | 32705003 | 122403632  | OOPT-MBG327.05-OGM2 |          0
 3544257481 | 2497800675 | 122392937 |  40 |           40 | 32705002 | 122403632  | OOPT-MBG327.05-OGM2 |          0
 3544257481 | 2497800675 | 122392937 |  40 |           40 | 32705003 | 122403632  | OOPT-MBG327.05-OGM2 |          0
 3544258439 | 2497830465 | 123316458 |   7 |            7 | 32706002 | 123327153  | OOPT-MBG327.06-OGM1 |          0
 3544258439 | 2497830465 | 123316458 |   7 |            7 | 32706003 | 123327153  | OOPT-MBG327.06-OGM1 |          0
 3544258440 | 2497830465 | 123316458 |   7 |            7 | 32706002 | 123327153  | OOPT-MBG327.06-OGM1 |          0
 3544258440 | 2497830465 | 123316458 |   7 |            7 | 32706003 | 123327153  | OOPT-MBG327.06-OGM1 |          0
 3544258441 | 2497830466 | 123316458 |   7 |            7 | 32706002 | 123327153  | OOPT-MBG327.06-OGM2 |          0
 3544258441 | 2497830466 | 123316458 |   7 |            7 | 32706003 | 123327153  | OOPT-MBG327.06-OGM2 |          0
 3544258442 | 2497830466 | 123316458 |   7 |            7 | 32706002 | 123327153  | OOPT-MBG327.06-OGM2 |          0
 3544258442 | 2497830466 | 123316458 |   7 |            7 | 32706003 | 123327153  | OOPT-MBG327.06-OGM2 |          0
 3544259400 | 2497860256 | 124239979 |  60 |           60 | 32707002 | 124250674  | OOPT-MBG327.07-OGM1 |          0
 3544259400 | 2497860256 | 124239979 |  60 |           60 | 32707003 | 124250674  | OOPT-MBG327.07-OGM1 |          0
 3544259401 | 2497860256 | 124239979 |  60 |           60 | 32707002 | 124250674  | OOPT-MBG327.07-OGM1 |          0
 3544259401 | 2497860256 | 124239979 |  60 |           60 | 32707003 | 124250674  | OOPT-MBG327.07-OGM1 |          0
 3544259402 | 2497860257 | 124239979 |  60 |           60 | 32707002 | 124250674  | OOPT-MBG327.07-OGM2 |          0
 3544259402 | 2497860257 | 124239979 |  60 |           60 | 32707003 | 124250674  | OOPT-MBG327.07-OGM2 |          0
 3544259403 | 2497860257 | 124239979 |  60 |           60 | 32707002 | 124250674  | OOPT-MBG327.07-OGM2 |          0
 3544259403 | 2497860257 | 124239979 |  60 |           60 | 32707003 | 124250674  | OOPT-MBG327.07-OGM2 |          0
 3544260361 | 2497890047 | 125163500 |   7 |            7 | 32708002 | 125174195  | OOPT-MBG327.08-OGM1 |          0
 3544260361 | 2497890047 | 125163500 |   7 |            7 | 32708003 | 125174195  | OOPT-MBG327.08-OGM1 |          0
 3544260362 | 2497890047 | 125163500 |   7 |            7 | 32708002 | 125174195  | OOPT-MBG327.08-OGM1 |          0
 3544260362 | 2497890047 | 125163500 |   7 |            7 | 32708003 | 125174195  | OOPT-MBG327.08-OGM1 |          0
 3544260363 | 2497890048 | 125163500 |   7 |            7 | 32708002 | 125174195  | OOPT-MBG327.08-OGM2 |          0
 3544260363 | 2497890048 | 125163500 |   7 |            7 | 32708003 | 125174195  | OOPT-MBG327.08-OGM2 |          0
 3544260364 | 2497890048 | 125163500 |   7 |            7 | 32708002 | 125174195  | OOPT-MBG327.08-OGM2 |          0
 3544260364 | 2497890048 | 125163500 |   7 |            7 | 32708003 | 125174195  | OOPT-MBG327.08-OGM2 |          0
 3544261322 | 2497919838 | 126087021 |   7 |            7 | 32709002 | 126097716  | OOPT-MBG327.09-OGM1 |          0
 3544261322 | 2497919838 | 126087021 |   7 |            7 | 32709003 | 126097716  | OOPT-MBG327.09-OGM1 |          0
 3544261323 | 2497919838 | 126087021 |   7 |            7 | 32709002 | 126097716  | OOPT-MBG327.09-OGM1 |          0
 3544261323 | 2497919838 | 126087021 |   7 |            7 | 32709003 | 126097716  | OOPT-MBG327.09-OGM1 |          0
 3544261324 | 2497919839 | 126087021 |   7 |            7 | 32709002 | 126097716  | OOPT-MBG327.09-OGM2 |          0
 3544261324 | 2497919839 | 126087021 |   7 |            7 | 32709003 | 126097716  | OOPT-MBG327.09-OGM2 |          0
 3544261325 | 2497919839 | 126087021 |   7 |            7 | 32709002 | 126097716  | OOPT-MBG327.09-OGM2 |          0
 3544261325 | 2497919839 | 126087021 |   7 |            7 | 32709003 | 126097716  | OOPT-MBG327.09-OGM2 |          0
 3544282464 | 2498575240 | 146404483 |   7 |            7 | 32710002 | 146415178  | OOPT-MBG327.10-OGM1 |          0
 3544282464 | 2498575240 | 146404483 |   7 |            7 | 32710003 | 146415178  | OOPT-MBG327.10-OGM1 |          0
 3544282465 | 2498575240 | 146404483 |   7 |            7 | 32710002 | 146415178  | OOPT-MBG327.10-OGM1 |          0
 3544282465 | 2498575240 | 146404483 |   7 |            7 | 32710003 | 146415178  | OOPT-MBG327.10-OGM1 |          0
 3544282466 | 2498575241 | 146404483 |   7 |            7 | 32710002 | 146415178  | OOPT-MBG327.10-OGM2 |          0
 3544282466 | 2498575241 | 146404483 |   7 |            7 | 32710003 | 146415178  | OOPT-MBG327.10-OGM2 |          0
 3544282467 | 2498575241 | 146404483 |   7 |            7 | 32710002 | 146415178  | OOPT-MBG327.10-OGM2 |          0
 3544282467 | 2498575241 | 146404483 |   7 |            7 | 32710003 | 146415178  | OOPT-MBG327.10-OGM2 |          0
 3544283425 | 2498605031 | 147328004 |  45 |           45 | 32711002 | 147338699  | OOPT-MBG327.11-OGM1 |          0
 3544283425 | 2498605031 | 147328004 |  45 |           45 | 32711003 | 147338699  | OOPT-MBG327.11-OGM1 |          0
 3544283426 | 2498605031 | 147328004 |  45 |           45 | 32711002 | 147338699  | OOPT-MBG327.11-OGM1 |          0
 3544283426 | 2498605031 | 147328004 |  45 |           45 | 32711003 | 147338699  | OOPT-MBG327.11-OGM1 |          0
 3544283427 | 2498605032 | 147328004 |  45 |           45 | 32711002 | 147338699  | OOPT-MBG327.11-OGM2 |          0
 3544283427 | 2498605032 | 147328004 |  45 |           45 | 32711003 | 147338699  | OOPT-MBG327.11-OGM2 |          0
 3544283428 | 2498605032 | 147328004 |  45 |           45 | 32711002 | 147338699  | OOPT-MBG327.11-OGM2 |          0
 3544283428 | 2498605032 | 147328004 |  45 |           45 | 32711003 | 147338699  | OOPT-MBG327.11-OGM2 |          0
 3544284386 | 2498634822 | 148251525 |   7 |            7 | 32712002 | 148262220  | OOPT-MBG327.12-OGM1 |          0
 3544284386 | 2498634822 | 148251525 |   7 |            7 | 32712003 | 148262220  | OOPT-MBG327.12-OGM1 |          0
 3544284387 | 2498634822 | 148251525 |   7 |            7 | 32712002 | 148262220  | OOPT-MBG327.12-OGM1 |          0
 3544284387 | 2498634822 | 148251525 |   7 |            7 | 32712003 | 148262220  | OOPT-MBG327.12-OGM1 |          0
 3544284388 | 2498634823 | 148251525 |   7 |            7 | 32712002 | 148262220  | OOPT-MBG327.12-OGM2 |          0
 3544284388 | 2498634823 | 148251525 |   7 |            7 | 32712003 | 148262220  | OOPT-MBG327.12-OGM2 |          0
 3544284389 | 2498634823 | 148251525 |   7 |            7 | 32712002 | 148262220  | OOPT-MBG327.12-OGM2 |          0
 3544284389 | 2498634823 | 148251525 |   7 |            7 | 32712003 | 148262220  | OOPT-MBG327.12-OGM2 |          0
 3544285347 | 2498664613 | 149175046 |  40 |           40 | 32713002 | 149185741  | OOPT-MBG327.13-OGM1 |          0
 3544285347 | 2498664613 | 149175046 |  40 |           40 | 32713003 | 149185741  | OOPT-MBG327.13-OGM1 |          0
 3544285348 | 2498664613 | 149175046 |  40 |           40 | 32713002 | 149185741  | OOPT-MBG327.13-OGM1 |          0
 3544285348 | 2498664613 | 149175046 |  40 |           40 | 32713003 | 149185741  | OOPT-MBG327.13-OGM1 |          0
 3544285349 | 2498664614 | 149175046 |  40 |           40 | 32713002 | 149185741  | OOPT-MBG327.13-OGM2 |          0
 3544285349 | 2498664614 | 149175046 |  40 |           40 | 32713003 | 149185741  | OOPT-MBG327.13-OGM2 |          0
 3544285350 | 2498664614 | 149175046 |  40 |           40 | 32713002 | 149185741  | OOPT-MBG327.13-OGM2 |          0
 3544285350 | 2498664614 | 149175046 |  40 |           40 | 32713003 | 149185741  | OOPT-MBG327.13-OGM2 |          0
 3544286308 | 2498694404 | 150098567 |  40 |           40 | 32714002 | 150109262  | OOPT-MBG327.14-OGM1 |          0
 3544286308 | 2498694404 | 150098567 |  40 |           40 | 32714003 | 150109262  | OOPT-MBG327.14-OGM1 |          0
 3544286309 | 2498694404 | 150098567 |  40 |           40 | 32714002 | 150109262  | OOPT-MBG327.14-OGM1 |          0
 3544286309 | 2498694404 | 150098567 |  40 |           40 | 32714003 | 150109262  | OOPT-MBG327.14-OGM1 |          0
 3544286310 | 2498694405 | 150098567 |  40 |           40 | 32714002 | 150109262  | OOPT-MBG327.14-OGM2 |          0
 3544286310 | 2498694405 | 150098567 |  40 |           40 | 32714003 | 150109262  | OOPT-MBG327.14-OGM2 |          0
 3544286311 | 2498694405 | 150098567 |  40 |           40 | 32714002 | 150109262  | OOPT-MBG327.14-OGM2 |          0
 3544286311 | 2498694405 | 150098567 |  40 |           40 | 32714003 | 150109262  | OOPT-MBG327.14-OGM2 |          0
 3544287269 | 2498724195 | 151022088 |  40 |           40 | 32715002 | 151032783  | OOPT-MBG327.15-OGM1 |          0
 3544287269 | 2498724195 | 151022088 |  40 |           40 | 32715003 | 151032783  | OOPT-MBG327.15-OGM1 |          0
 3544287269 | 2498724195 | 151022088 |  40 |           40 | 32715004 | 151032783  | OOPT-MBG327.15-OGM1 |          0
 3544287269 | 2498724195 | 151022088 |  40 |           40 | 32715005 | 151032783  | OOPT-MBG327.15-OGM1 |          0
 3544287270 | 2498724195 | 151022088 |  40 |           40 | 32715002 | 151032783  | OOPT-MBG327.15-OGM1 |          0
 3544287270 | 2498724195 | 151022088 |  40 |           40 | 32715003 | 151032783  | OOPT-MBG327.15-OGM1 |          0
 3544287270 | 2498724195 | 151022088 |  40 |           40 | 32715004 | 151032783  | OOPT-MBG327.15-OGM1 |          0
 3544287270 | 2498724195 | 151022088 |  40 |           40 | 32715005 | 151032783  | OOPT-MBG327.15-OGM1 |          0
 3544287271 | 2498724196 | 151022088 |  40 |           40 | 32715002 | 151032783  | OOPT-MBG327.15-OGM2 |          0
 3544287271 | 2498724196 | 151022088 |  40 |           40 | 32715003 | 151032783  | OOPT-MBG327.15-OGM2 |          0
 3544287271 | 2498724196 | 151022088 |  40 |           40 | 32715004 | 151032783  | OOPT-MBG327.15-OGM2 |          0
 3544287271 | 2498724196 | 151022088 |  40 |           40 | 32715005 | 151032783  | OOPT-MBG327.15-OGM2 |          0
 3544287272 | 2498724196 | 151022088 |  40 |           40 | 32715002 | 151032783  | OOPT-MBG327.15-OGM2 |          0
 3544287272 | 2498724196 | 151022088 |  40 |           40 | 32715003 | 151032783  | OOPT-MBG327.15-OGM2 |          0
 3544287272 | 2498724196 | 151022088 |  40 |           40 | 32715004 | 151032783  | OOPT-MBG327.15-OGM2 |          0
 3544287272 | 2498724196 | 151022088 |  40 |           40 | 32715005 | 151032783  | OOPT-MBG327.15-OGM2 |          0
 3544288230 | 2498753986 | 151945609 |  48 |           48 | 32716002 | 151956304  | OOPT-MBG327.16-OGM1 |          0
 3544288230 | 2498753986 | 151945609 |  48 |           48 | 32716003 | 151956304  | OOPT-MBG327.16-OGM1 |          0
 3544288231 | 2498753986 | 151945609 |  48 |           48 | 32716002 | 151956304  | OOPT-MBG327.16-OGM1 |          0
 3544288231 | 2498753986 | 151945609 |  48 |           48 | 32716003 | 151956304  | OOPT-MBG327.16-OGM1 |          0
 3544288232 | 2498753987 | 151945609 |  48 |           48 | 32716002 | 151956304  | OOPT-MBG327.16-OGM2 |          0
 3544288232 | 2498753987 | 151945609 |  48 |           48 | 32716003 | 151956304  | OOPT-MBG327.16-OGM2 |          0
 3544288233 | 2498753987 | 151945609 |  48 |           48 | 32716002 | 151956304  | OOPT-MBG327.16-OGM2 |          0
 3544288233 | 2498753987 | 151945609 |  48 |           48 | 32716003 | 151956304  | OOPT-MBG327.16-OGM2 |          0
 3544289191 | 2498783777 | 152869130 |  50 |           50 | 32717002 | 152879825  | OOPT-MBG327.17-OGM1 |          0
 3544289191 | 2498783777 | 152869130 |  50 |           50 | 32717003 | 152879825  | OOPT-MBG327.17-OGM1 |          0
 3544289192 | 2498783777 | 152869130 |  50 |           50 | 32717002 | 152879825  | OOPT-MBG327.17-OGM1 |          0
 3544289192 | 2498783777 | 152869130 |  50 |           50 | 32717003 | 152879825  | OOPT-MBG327.17-OGM1 |          0
 3544289193 | 2498783778 | 152869130 |  50 |           50 | 32717002 | 152879825  | OOPT-MBG327.17-OGM2 |          0
 3544289193 | 2498783778 | 152869130 |  50 |           50 | 32717003 | 152879825  | OOPT-MBG327.17-OGM2 |          0
 3544289194 | 2498783778 | 152869130 |  50 |           50 | 32717002 | 152879825  | OOPT-MBG327.17-OGM2 |          0
 3544289194 | 2498783778 | 152869130 |  50 |           50 | 32717003 | 152879825  | OOPT-MBG327.17-OGM2 |          0
 3544290152 | 2498813568 | 153792651 |   7 |            7 | 32718002 | 153803346  | OOPT-MBG327.18-OGM1 |          0
 3544290152 | 2498813568 | 153792651 |   7 |            7 | 32718003 | 153803346  | OOPT-MBG327.18-OGM1 |          0
 3544290153 | 2498813568 | 153792651 |   7 |            7 | 32718002 | 153803346  | OOPT-MBG327.18-OGM1 |          0
 3544290153 | 2498813568 | 153792651 |   7 |            7 | 32718003 | 153803346  | OOPT-MBG327.18-OGM1 |          0
 3544290154 | 2498813569 | 153792651 |   7 |            7 | 32718002 | 153803346  | OOPT-MBG327.18-OGM2 |          0
 3544290154 | 2498813569 | 153792651 |   7 |            7 | 32718003 | 153803346  | OOPT-MBG327.18-OGM2 |          0
 3544290155 | 2498813569 | 153792651 |   7 |            7 | 32718002 | 153803346  | OOPT-MBG327.18-OGM2 |          0
 3544290155 | 2498813569 | 153792651 |   7 |            7 | 32718003 | 153803346  | OOPT-MBG327.18-OGM2 |          0
 3544291113 | 2498843359 | 154716172 |   7 |            7 | 32719002 | 154726867  | OOPT-MBG327.19-OGM1 |          0
 3544291113 | 2498843359 | 154716172 |   7 |            7 | 32719003 | 154726867  | OOPT-MBG327.19-OGM1 |          0
 3544291114 | 2498843359 | 154716172 |   7 |            7 | 32719002 | 154726867  | OOPT-MBG327.19-OGM1 |          0
 3544291114 | 2498843359 | 154716172 |   7 |            7 | 32719003 | 154726867  | OOPT-MBG327.19-OGM1 |          0
 3544291115 | 2498843360 | 154716172 |   7 |            7 | 32719002 | 154726867  | OOPT-MBG327.19-OGM2 |          0
 3544291115 | 2498843360 | 154716172 |   7 |            7 | 32719003 | 154726867  | OOPT-MBG327.19-OGM2 |          0
 3544291116 | 2498843360 | 154716172 |   7 |            7 | 32719002 | 154726867  | OOPT-MBG327.19-OGM2 |          0
 3544291116 | 2498843360 | 154716172 |   7 |            7 | 32719003 | 154726867  | OOPT-MBG327.19-OGM2 |          0
 3544312255 | 2499498761 | 175033634 |   7 |            7 | 32720002 | 175044329  | OOPT-MBG327.20-OGM1 |          0
 3544312255 | 2499498761 | 175033634 |   7 |            7 | 32720003 | 175044329  | OOPT-MBG327.20-OGM1 |          0
 3544312256 | 2499498761 | 175033634 |   7 |            7 | 32720002 | 175044329  | OOPT-MBG327.20-OGM1 |          0
 3544312256 | 2499498761 | 175033634 |   7 |            7 | 32720003 | 175044329  | OOPT-MBG327.20-OGM1 |          0
 3544312257 | 2499498762 | 175033634 |   7 |            7 | 32720002 | 175044329  | OOPT-MBG327.20-OGM2 |          0
 3544312257 | 2499498762 | 175033634 |   7 |            7 | 32720003 | 175044329  | OOPT-MBG327.20-OGM2 |          0
 3544312258 | 2499498762 | 175033634 |   7 |            7 | 32720002 | 175044329  | OOPT-MBG327.20-OGM2 |          0
 3544312258 | 2499498762 | 175033634 |   7 |            7 | 32720003 | 175044329  | OOPT-MBG327.20-OGM2 |          0
 3544313216 | 2499528552 | 175957155 |  63 |           63 | 32721002 | 175967850  | OOPT-MBG327.21-OGM1 |          0
 3544313216 | 2499528552 | 175957155 |  63 |           63 | 32721003 | 175967850  | OOPT-MBG327.21-OGM1 |          0
 3544313217 | 2499528552 | 175957155 |  63 |           63 | 32721002 | 175967850  | OOPT-MBG327.21-OGM1 |          0
 3544313217 | 2499528552 | 175957155 |  63 |           63 | 32721003 | 175967850  | OOPT-MBG327.21-OGM1 |          0
 3544313218 | 2499528553 | 175957155 |  38 |           38 | 32721002 | 175967850  | OOPT-MBG327.21-OGM2 |          0
 3544313218 | 2499528553 | 175957155 |  38 |           38 | 32721003 | 175967850  | OOPT-MBG327.21-OGM2 |          0
 3544313219 | 2499528553 | 175957155 |  63 |           63 | 32721002 | 175967850  | OOPT-MBG327.21-OGM2 |          0
 3544313219 | 2499528553 | 175957155 |  63 |           63 | 32721003 | 175967850  | OOPT-MBG327.21-OGM2 |          0
 3544314177 | 2499558343 | 176880676 |   7 |            7 | 32722002 | 176891371  | OOPT-MBG327.22-OGM1 |          0
 3544314178 | 2499558343 | 176880676 |   7 |            7 | 32722002 | 176891371  | OOPT-MBG327.22-OGM1 |          0
 3544314179 | 2499558344 | 176880676 |   7 |            7 | 32722002 | 176891371  | OOPT-MBG327.22-OGM2 |          0
 3544314180 | 2499558344 | 176880676 |   7 |            7 | 32722002 | 176891371  | OOPT-MBG327.22-OGM2 |          0
 3544315138 | 2499588134 | 177804197 |   7 |            7 | 32723002 | 177814892  | OOPT-MBG327.23-OGM1 |          0
 3544315138 | 2499588134 | 177804197 |   7 |            7 | 32723003 | 177814892  | OOPT-MBG327.23-OGM1 |          0
 3544315139 | 2499588134 | 177804197 |   7 |            7 | 32723002 | 177814892  | OOPT-MBG327.23-OGM1 |          0
 3544315139 | 2499588134 | 177804197 |   7 |            7 | 32723003 | 177814892  | OOPT-MBG327.23-OGM1 |          0
 3544315140 | 2499588135 | 177804197 |   7 |            7 | 32723002 | 177814892  | OOPT-MBG327.23-OGM2 |          0
 3544315140 | 2499588135 | 177804197 |   7 |            7 | 32723003 | 177814892  | OOPT-MBG327.23-OGM2 |          0
 3544315141 | 2499588135 | 177804197 |   7 |            7 | 32723002 | 177814892  | OOPT-MBG327.23-OGM2 |          0
 3544315141 | 2499588135 | 177804197 |   7 |            7 | 32723003 | 177814892  | OOPT-MBG327.23-OGM2 |          0
 3544316099 | 2499617925 | 178727718 |  10 |           10 | 32724002 | 178738413  | OOPT-MBG327.24-OGM1 |          0
 3544316099 | 2499617925 | 178727718 |  10 |           10 | 32724003 | 178738413  | OOPT-MBG327.24-OGM1 |          0
